,consumer discretionary,consumer staples,materials,industrials,energy,financials,utilities
0,-0.026864848087733283,-0.018615848903055197,-0.0341905533858965,-0.021005574556324593,-0.026628633894715318,-0.04642936104355516,-0.022288123812612956
1,-0.0020554256148557094,0.004560845829590191,0.007133592736705595,0.006766979341457477,0.009984733360239952,-0.016369116624159522,0.006919431279620891
2,-0.011186079545454666,0.0016165646281900339,-0.008636036513768314,-0.00024590835815194905,-0.003874487455695157,-0.014048651706581266,0.011625717782170756
3,0.007505835877177346,0.007176951340956808,0.02460550949451724,0.011068597977589537,0.027401322100709752,0.01718944247872252,0.0008840087470339074
4,-0.022563627290226138,-0.013706102966246296,-0.03210649960845737,-0.025489931071766475,-0.032018199103626264,-0.050579359296777766,-0.02505578281889185
5,0.0006199628022319242,0.011338495575221342,0.012328556017876363,0.002219016975479894,0.015100494580658765,0.004505508107439023,0.020311829495065176
6,-0.022159049493403252,-0.008135083401695362,-0.018572080986451498,-0.020037639765305017,-0.02080201800307532,0.001355447667397815,-0.00803775877377447
7,-0.0029817368617219954,-0.002481218554001059,-0.03726539475725138,-0.008896294622684075,-0.037565063961182116,0.0014520574916322894,-0.016111556037122606
8,0.02885981308411225,0.019104539487321322,0.02066298787610261,0.023451970478443045,0.022751439152275083,0.049224644270231675,0.0067033756284414926
9,-0.02023835477072905,0.0004406929048442166,0.004735595895816846,-0.005150907673460359,-0.004212450929428044,-0.006300651145359998,-0.0022354340071343583
10,-0.006452809197107185,-0.001965302249932177,-0.022348782403770612,-0.013377739218046037,-0.023023473502304083,-0.030665880966411294,0.0013347316236056875
11,0.0011944309656227582,0.010626740001358034,0.0025712104776827558,-0.00042549570249334037,0.016988189339082096,-0.007562493920824856,0.004760544606302961
12,-0.023934682921373508,-0.006853226727584306,-0.03265878581446606,-0.014529768999375687,-0.013914303831868943,-0.030014946218116775,0.002321614706718512
13,0.0001527825522326132,0.005547474884145677,0.014830157415078642,0.0015262339457467878,0.031987800172708344,-0.012983732444174969,0.014039234223587799
14,-0.00973839984724083,-0.011235577084804976,-0.018981141317658493,-0.015785387733977425,-0.016895741347386226,-0.022367814915288962,-0.01137423084094722
15,0.018087157732356335,0.010002381519409376,0.018599425789539378,0.016155419222903804,0.01767507560803345,0.03073298429319374,0.0023104488872122816
