,GS,GS Volume,MS,MS Volume,JPM,JPM Volume,AXP,AXP Volume,TRV,TRV Volume
0,0.015039483803433184,-0.028002338205611394,0.028563151814652958,0.02229857801067288,0.02633522702024889,-0.0023879401904273725,0.015761389920712132,-0.024049400752638707,-0.006209080757770788,-0.10674070622295431
1,0.04546240652673094,0.03265622131462333,0.04843809670322522,0.1206257013043382,0.044032270150503344,-0.00026441221302448065,0.034249000365893664,0.02333270018072134,0.003224415506681089,-0.09262345955965062
2,-0.010389703849135798,-0.01839542486955719,-0.0075738813213793235,-0.046924857363688115,-0.002567344091365393,-0.024831650289259353,-0.0031863163119160206,0.010137295835849793,-0.014825474227787438,-0.07329205395286542
3,-0.034531983542375924,0.03431737598311824,-0.021172004765871808,-0.021257153501479976,-0.007742077380968784,-0.07118824096479591,-0.014735697751642468,-0.01670283250125941,-0.01008569638037857,-0.10545490172158556
4,0.01342302033214077,0.02084226149321899,0.0075640381272097735,0.07516901042449727,0.002845714099125884,-0.1066489017822534,0.0026953577501254815,-0.018365699230400673,-0.007097238464879266,-0.03971038742401425
5,-0.008032171697264267,-0.019023493949164805,0.009545018777682534,-0.06359627101831247,0.011046997662181316,-0.08958045022362426,0.016551365560597112,-0.014947797639325097,-0.014829236287431505,-0.06587872593118081
6,-0.020092970086730028,-0.008645679624433338,-0.023861744554565443,-0.06283588727123725,-0.020651198801121,-0.06655258189724225,-0.00930978534754448,-0.02389962753685,-0.015786654890250308,-0.05612434695528003
7,-0.01303023052268253,-0.01857738880850893,-0.02106819461878318,-0.07082942141236558,-0.027232323581966627,-0.0779825276457426,-0.03176593855984952,0.059593179757053444,-0.008357964502330248,-0.0863274513115692
8,-0.0007783288193279304,-0.02538049220351106,0.026093714293956096,-0.01773087387441861,0.014897801472044852,-0.04932868909351396,0.04054609314204728,0.024050843548733845,0.016160979358677732,-0.00470990213503205
9,-0.014227596822793304,-0.014092858184020896,-0.034825873495151725,-0.031783716000052656,-0.03657307461954544,0.116148544781956,-0.029844966153089156,0.001573340163828972,-0.013941769856147732,-0.02173572725660434
10,0.013782547868713723,-0.02050268467870798,0.031189208209894063,-0.04208216337450276,0.009269423473228632,0.026566752384573802,0.014092435628696862,-0.038642688444871495,-0.0017256013794668184,-0.07347827391513262
11,-0.007259785054249399,-0.026869465940524757,-0.01785449176010823,-0.07515885637227515,-0.025839756123268654,0.021068645118405515,-0.0037746682892749266,-0.025343594950607774,-0.0019757477407558485,-0.04400231417341059
12,-0.025314888056007113,-0.018352379636686886,-0.022685639001199204,-0.08099004923265829,-0.0041859138610913504,-0.06566506253006324,0.005656550052584557,-0.05398484221604781,-0.0237659963193031,-0.0003736372993816082
13,0.003099319422357248,-0.02054964311456649,0.0019853991356679527,-0.03396506687447471,-0.00027962523688339694,-0.044560152832569096,-0.021173430086628194,-0.015623697279807459,0.03238138499323566,0.14772443840654484
14,-0.02026118513982197,0.004056577275294544,-0.019297831530016275,-0.0069476818612080465,0.004187082064521418,-0.06839029855301122,0.008196767460042482,-0.029506522281760494,0.04035132003337147,0.12303699198026502
15,0.020834121267102507,0.009208309009272287,0.015504149771259985,-0.06612929937575682,-0.02567498766575462,0.08771783962995035,0.00650938038722026,-0.05580132249984416,0.03288098870552781,0.09632772882079849
16,0.006280294657210258,-0.025149613227206703,-0.004716953507890291,-0.0324538041771627,-0.019625477522404036,0.08205175553440072,-0.01910535373359144,0.03562946523086065,-0.007775044617610583,-0.04543886816804325
17,-0.039115936397713054,0.029065857572941153,-0.055907668308544475,0.12044511016440783,-0.06813973385094896,0.185798758170657,-0.05232354166544899,0.12032429858994012,-0.007142087643712315,0.054463707779682465
18,0.017832440784193458,0.05199918368534265,0.011472363139422433,0.21641029144372073,0.031026970475481128,0.3109013821900512,0.024664284379721155,0.15734516526181488,0.00461364134847214,0.03360707200575641
19,0.011330945406671483,-0.0011577657064945513,0.04461710351162113,0.17241258687858038,0.02950588058603385,0.04523223738075388,0.01546060310637806,0.0261169458588447,0.0283626492645271,-0.008452036614877626
20,-0.018332117446451534,-0.02362542066329912,-0.029335190880792065,-0.01093019173651455,-0.05710655891617983,0.08177847979704898,-0.021142436573809237,-0.02493267869190543,0.004909561355756432,-0.06820204165089537
21,-0.03454783087309238,0.015682703353264826,-0.05761011225870474,0.07202292267097352,-0.05103151273495953,0.05557158729670374,-0.049046641489655096,0.002495021491759464,-0.01819654855919944,-0.07185549995823276
22,-0.01785542106062198,-0.01137905191169764,-0.01962808917007614,0.0962649070074156,-0.05170668411976432,0.4580841843640939,0.03180480194020822,0.03172000026488882,0.0022644484313902777,0.024517764323667042
23,0.010556142999034504,0.006167750287433544,-0.010573522987001599,0.055978825607686224,0.01436908037202449,0.2274219122212388,-0.047486598425654204,0.07591846027802228,0.018600020815086868,-0.033307967768923
24,-0.009692744867858616,0.0005953492322232833,-0.006562780181712471,0.08110950844852248,0.02117366917237132,0.16665190673804084,0.00454887380097648,0.012629675760128498,0.022176734951867536,0.030370391709207516
25,0.03262677287637024,-0.004816610500470389,0.06299412179858412,0.033918192145666194,0.03432273444342885,0.12861142267530876,0.023917399309762638,-0.010773349291573244,0.02657113681611504,-0.04450776835670727
26,0.012451924821667914,-0.030113511217750393,0.007506608244923656,-0.04167345711044983,0.022872629532315742,0.06290991833549743,-0.00979672407667408,0.008996715192535809,-0.0008462238621521624,-0.10689145571621822
27,-0.016038336252417535,-0.03575243672376022,-0.026227884898294876,-0.018020770177991044,-0.011053325863249013,-0.06608375104508837,-0.015937790920953265,-0.0016871075337251437,0.00042319086539324604,-0.1196874274091499
28,0.01285122383378464,-0.030354173201525274,0.01076856252677646,0.06242783026256799,-0.040173850636082704,0.25105900994373526,0.030450148409273622,0.045506816795182425,0.02321068104643409,-0.026178403499264605
29,0.006246693547775821,-0.009811814114919755,0.013732021348851407,-0.003354868656277598,-0.0013232221798924226,0.1693244933070036,0.01662088123604028,0.048513802127555655,-0.004765346070581525,-0.08545842482098895
30,-0.027999672194764312,-0.007902171056673542,-0.042776777915073554,-0.022074566029585848,-0.005310334593612237,0.15554036483030811,-0.026371290881018538,-0.022017861492325246,-0.00332848223549532,-0.09640106450849947
31,-0.052591545842172537,0.04186007474289196,-0.05862181601107622,0.122607451445153,-0.03453281521968417,0.07358522191020997,-0.012849422272262734,-0.030144018533579085,-0.02212252842641724,-0.12697660878932304
32,0.02614529349725323,0.019233935065064905,0.015399502552995778,0.13362826337932457,0.013004940082241958,0.09843325707436588,0.017588767636159363,-0.009843987285909997,0.0014901333728134273,-0.08617670181830528
33,-0.01411902016323387,-0.0025880413986851063,-0.0014664085432146146,0.058221957661558146,-0.009222986115935378,-0.01940624941192776,-0.012489045755857483,0.004326863131021316,-0.010907989898587999,-0.10462134570000858
34,-0.005931752068431247,0.005197275946357599,-0.022687286593005195,0.10915816391875993,-0.0331444258503755,0.3839211606338047,0.006858533157146589,-0.032421339481340676,-0.004310373099394608,-0.09406001355428328
35,0.0367834587026036,-0.0075519393892287965,0.04446106517820551,0.10445328948373196,0.028328489386881126,0.026814956953361155,0.040477211324271234,0.0009051212010793652,0.03334704302059119,-0.09694198916079942
36,-0.006856013591106284,-0.025122220806289237,0.0,0.09038619016284026,-0.001380296999345711,-0.010413221247885053,0.005691567604395866,-0.0039529074648876035,0.014928765903304345,-0.11261106884299642
