,AAPL,AAPL Volume,TRV,TRV Volume,GD,GD Volume,PFE,PFE Volume,UL,UL Volume
0,0.011945532499034527,0.030869748380446413,-0.006209080757770788,-0.10674070622295431,0.012297502813531105,-0.012817890188344503,-0.005025161139068528,-0.041725168400138506,-0.008728470922844902,-0.11549998186086656
1,0.0046540378500035265,-0.045830925950468615,0.003224415506681089,-0.09262345955965062,0.02209964822149717,-0.013035795630122377,-0.007585345816753144,-0.04429048252806215,-0.011553786627885825,-0.07950067201687831
2,-0.03391636670680844,-0.03269207938991605,-0.014825474227787438,-0.07329205395286542,0.0136725329822036,0.017649252489325258,0.007585345816753036,-0.044759536298959623,-0.01076108826523452,-0.07642380792764855
3,-0.012744449597811125,-0.03062132913911052,-0.01008569638037857,-0.10545490172158556,-0.021066082475806963,-0.020655882897142513,-0.002774651764021943,-0.051121289648750325,-0.0015466917523619557,-0.07621868365503323
4,-0.04338655470515937,-0.07701548927574127,-0.007097238464879266,-0.03971038742401425,-0.01470609872789373,0.017107790482483273,0.011552087427539496,-0.0431406049196952,0.0003095743583490295,-0.07574006035226416
5,-0.01959017325065888,-0.02959658414846548,-0.014829236287431505,-0.06587872593118081,-0.02158945828382729,0.04682216890673857,0.023687242089794655,-0.04211109395662673,-0.00403173748775841,-0.08291940989380027
6,-0.00851528324133992,-0.0690556443691541,-0.015786654890250308,-0.05612434695528003,-0.023872889953137136,0.04732401174234822,-0.010047873288771625,-0.055531974907406134,-0.002177639786245709,-0.02798029221166436
7,0.004739441274253096,-0.04354544697755697,-0.008357964502330248,-0.0863274513115692,0.002580594980502518,0.01577394505099448,-0.0019723379661193024,-0.05069699722407322,-0.0003113907535604557,-0.08920988758733668
8,0.02567254417944028,-0.09125774382414607,0.016160979358677732,-0.00470990213503205,-0.004520485638121999,0.025064640704978304,-0.0027184002901004733,-0.04152806801846226,0.009302355279136662,-0.09826954296117987
9,-0.04332108238256956,0.013742475258794072,-0.013941769856147732,-0.02173572725660434,-0.025965319873437816,0.0670807717968753,-0.004464293128685493,-0.046382605281656185,-0.003400831834231772,-0.0983037303399491
10,0.07863466892568713,0.04930878013120246,-0.0017256013794668184,-0.07347827391513262,0.00569651169882621,0.03400536701307645,-0.0024887767638584993,-0.04987925632757673,0.008019814556885116,-0.045142356353812606
11,-0.013886094097342611,-0.07284847645071166,-0.0019757477407558485,-0.04400231417341059,0.02375780837967904,0.04797112487247644,-0.000747924760627697,-0.04384249292009191,0.0,0.049248996428002734
12,-0.01591304756438707,-0.07721320978223503,-0.0237659963193031,-0.0003736372993816082,0.01574236172282038,0.020138657081757314,0.017305772463101277,-0.04531058984696668,0.011302976363266087,-0.08196216328826213
13,0.05353687162786613,-0.033187443669626206,0.03238138499323566,0.14772443840654484,0.005066533889756038,0.08465847743362365,0.02421425870695356,-0.02169503018517343,-0.0009116791171090324,0.036941540071083676
