Effective date ,consumer discretionary,consumer staples,materials,industrials,energy,financials,utilities
2011-03-31,304.59391304347827,304.3913043478262,239.92347826086956,317.04521739130445,571.0843478260869,220.47565217391303,160.6226086956522
2011-04-30,312.18750000000006,316.471,249.46849999999995,325.737,582.4449999999999,219.47099999999995,163.21199999999996
2011-05-31,318.26428571428573,328.53904761904766,243.53476190476198,325.4861904761904,558.8295238095237,213.94047619047623,170.4642857142857
2011-06-30,305.47272727272724,320.7018181818182,235.65318181818176,310.3304545454546,543.9449999999998,201.69000000000003,167.55181818181822
2011-07-31,320.92150000000004,324.10849999999994,246.8665,317.1435,571.2425000000001,203.588,170.55450000000002
2011-08-31,285.2260869565218,308.94565217391306,214.2004347826087,269.4226086956522,498.58652173913043,175.22565217391303,164.19217391304346
2011-09-30,287.28952380952376,312.2557142857143,205.78619047619048,264.29,476.33571428571423,166.32333333333332,169.78428571428572
2011-10-31,299.1871428571429,315.69666666666666,205.90190476190475,273.9533333333334,491.4904761904762,170.75952380952384,172.58761904761903
2011-11-30,301.92952380952386,318.94904761904775,212.5795238095238,282.6452380952381,512.9871428571429,170.97761904761904,174.81571428571428
2011-12-31,306.2166666666667,329.60285714285715,210.89285714285714,288.6757142857142,514.5500000000001,173.13904761904763,178.20666666666668
2012-01-31,321.96999999999997,332.85900000000004,228.52949999999996,308.617,533.35,186.614,177.514
2012-02-29,336.299,336.91200000000003,236.57999999999998,320.30899999999997,551.7544999999999,197.16250000000005,176.715
2012-03-31,350.07318181818187,345.55227272727274,233.44090909090912,321.5331818181818,548.4722727272729,207.13909090909092,176.96545454545455
2012-04-30,353.70400000000006,350.115,230.5795,317.64250000000004,524.0704999999999,206.9975,177.431
2012-05-31,346.6968181818183,349.4754545454545,218.3695454545455,306.56272727272733,499.465909090909,195.1913636363636,180.48318181818178
2012-06-30,340.13476190476183,350.2514285714286,216.55666666666664,299.7842857142857,483.6561904761905,189.80952380952382,185.2614285714286
