,EL,EL Volume,UL,UL Volume,NKE,NKE Volume,HAS,HAS Volume,SNE,SNE Volume
0,0.007467392657125204,0.007652257878719456,-0.008690488410605554,-0.11549998186086656,-0.007378777231201716,-0.025711087907106245,0.004938271300106824,-0.03849628755278313,0.028291598949040278,0.002418285819999502
1,0.009264916042932766,0.017324054394018806,-0.011487297946862613,-0.07950067201687831,0.008849557522123894,0.08789593945843488,0.01351345125838738,0.35128017496061953,0.04910052910052911,-0.015326522412491278
2,0.004590024479804181,0.00488417983004775,-0.010703394888198074,-0.07642380792764855,0.0033333333333332936,-0.029846747821095674,-0.012121272727272746,0.03763668133886456,-0.005245087754690347,-0.030627434900387517
3,0.0054826679571934114,0.004620553349221873,-0.0015454962411154307,-0.07621868365503323,0.002797691904179117,0.0003278360622239342,0.03558282426888482,0.028646754342867804,-0.03021701419150244,-0.04010786138787261
4,0.002726446696543375,-0.0013192807968861607,0.0003096222814357625,-0.07574006035226416,-0.014123801220575454,-0.06499985709000582,-0.004146919676950235,0.032403965794663404,0.0037641154328732686,-0.03602289555391266
5,-0.0030210877958361014,0.024001218853686716,-0.004023620945759394,-0.08291940989380027,0.008666430845419208,-0.06617986875024737,0.009518144528146621,-0.018006555465460566,0.019166624999999993,-0.029623902831351114
6,0.0018182424242425554,0.011614893418633414,-0.0021752704488929193,-0.02798029221166436,-0.028055409433631447,0.031176712322824426,-0.010017678846062288,-0.00798225446654032,-0.028004886672317524,-0.04810069916125668
7,-0.0033273440213343443,0.011433650213065624,-0.000311342276491677,-0.08920988758733668,-0.013169763665884843,-0.09082525513986371,-0.00654750038973201,-0.04089968597134064,-0.011146141138720035,-0.039541160925357935
8,0.007587253414264036,-0.010735689158885444,0.009345756659971675,-0.09826954296117987,0.04753199268738564,0.08240045658359567,0.004793229191537931,-0.052095263414747774,-0.02360697575499801,-0.03728616533493496
9,0.021686686746987854,0.015326259969010209,-0.0033950555555555756,-0.0983037303399491,-0.019197207678882975,-0.10543492331428289,-0.0005963029218841986,-0.11691096380382086,-0.030712263123502434,-0.032492823922831655
10,0.029481133813746098,0.009843653000584556,0.008052059411260143,-0.045142356353812606,0.020996441281138783,-0.05290754712410194,0.005966646778042893,-0.07130723938081192,0.02269658426966283,-0.03880917282794315
11,-0.01546380386390615,0.030937890630417596,0.0,0.049248996428002734,0.002962704775182896,-0.014034591573858918,-0.024317910775924635,0.06676647862707742,-0.017798220953558288,-0.06584550739374746
12,-0.011052995284875335,-0.012663457799924668,0.01136709635513011,-0.08196216328826213,0.0078192875760209,0.02780525043642,0.009726443177723828,-0.11052218319752875,-0.025503355134153142,-0.048407661911785464
13,0.0,-0.017614692642935664,-0.0009112636639656315,0.036941540071083676,0.0027586206896551137,-0.04800768918252751,0.0036122213358085434,-0.09669503659962511,0.030991711868877066,-0.06257517347465236
14,0.005882352941176554,0.009093965195735968,-0.0024324352871569403,-0.10090197112640979,0.009972489683631455,0.004991691671750056,0.004799040191961505,-0.1038443863257139,0.021153440213761022,-0.054700398297625505
15,0.02397660818713451,0.019482496205780672,-0.016458342671188026,-0.09881654102148739,-0.0022131426625809085,-0.0446474655024111,-0.024477611940298516,-0.04054982417623417,0.011774988840492972,-0.043755995615310836
16,-0.0019988577955454105,0.026917586797822975,-0.001859349217733507,-0.08144935260672383,-0.006483535232895454,-0.053772889008279076,0.0012240514075887762,-0.0367165558124589,-0.025862089402496152,-0.05764015694692039
17,-0.027181688125894214,0.03233016798227926,-0.021732332113811495,-0.04736453597381188,-0.00738450970290228,-0.030060273740567953,-0.023227443568004675,0.03530933983228672,-0.033185839973764605,-0.0553851613564974
18,-0.011764764705882372,0.07423030177854203,0.021897790621446353,-0.05276614181934858,0.05536332179930801,0.2760010363072258,0.030663266583228873,0.02986366493454249,0.0148740728861768,-0.05982431497952903
