,consumer discretionary,consumer staples,materials,industrials,energy,financials,utilities
45,-0.019515028207324425,-0.002856136751143377,-0.016207680178954714,-0.023845825998888386,-0.012732040217019581,-0.03715529606947488,-0.0008186656208359921
46,0.008132824910036288,0.008410591237702167,0.008778344201872793,0.007612378984592958,0.014671278058106134,0.016659647854540723,0.012614612850766127
47,0.012443947924962312,0.007446595362487355,0.013262107200560194,0.011503628571516688,-0.005282182401634735,0.02302831830105214,-0.004864217130360282
48,-0.02542141979801304,-0.02068069956989467,-0.012500660414946844,-0.01996205685872916,-0.014662867897562284,-0.001993266653221702,-0.007295498746724346
49,0.009583007380923962,-0.002335777369075296,0.03429807588587588,0.012795272782147992,0.015124039794747133,0.01006031207638757,0.0027250448328341695
50,-0.02324027580323155,-0.013202750415884614,-0.03069907971897134,-0.023492837189934175,-0.035952834446238896,-0.037809116166090916,-0.011770745874719431
51,0.012651990629680941,-0.0024068227819868068,-0.032743254105850945,-0.00330528227464434,-0.0312668734908241,0.01275341281506008,-0.015773124715870755
52,-0.018141950157338604,-0.013551423003092776,-0.05550268197624681,-0.03671626476675406,-0.039336877918885106,-0.047991271632701483,-0.038640900858254314
53,4.267394969384523e-05,-0.010488196183054133,0.018574245713887806,0.009180184762966784,0.0039624285191385685,-0.017993444730304054,-0.017254026605752933
54,0.016463541335219635,-0.014563019325615878,-0.011362780428468028,-0.0013243364488407419,-0.027683362357275417,0.022091400057477104,-0.03420251143351259
55,0.03582780395046589,0.011313625727306547,0.011918989663045007,0.026251332295330804,0.005489989248976683,0.06547289443852693,0.034054593379844525
56,0.006136970165407121,-0.0033309740224611866,0.02808889120009238,0.005700465955961521,0.03127218704526411,0.0057424604590490804,-0.0280018295484932
57,-0.019838048950728878,-0.013723813550586174,-0.0022899978780226986,-0.004563910211504536,-0.014809488645950475,-0.02505288308348704,-0.017340144455878767
58,0.018629784274352027,0.012018601584584196,0.020055968748690724,0.01514280264432089,0.017206673103511316,0.032852365518310785,0.014547201165162402
59,0.004744108925924327,-0.0016368945367277166,0.005297270037683213,0.006300040430930903,0.004646874526472806,0.014273212874117215,0.0037559682770773825
60,-0.006397768527964527,-0.004855244981083887,-0.0003251768177585391,0.003030350809056837,-0.003170224943674501,-0.011423305942047433,-0.002028501126631823
61,0.03334568467374335,0.014671926985998505,0.013727605754175705,0.014100242533216375,0.0032819318249345543,0.026548275944437788,0.020450404949009793
62,0.014496377887416754,0.009057460551371157,0.021815008593298317,0.015417839187797686,0.006790630569504471,0.019062235307614486,0.01574136276283832
63,-0.021312983456565703,-0.007225312903355548,-0.014026029509310523,-0.009380685104196963,0.0009056381208762409,-0.025678723370337296,0.015159903569636781
64,-0.027821643003906098,-0.018904692064514367,-0.03741595270841506,-0.029558508633436786,-0.038223612049565175,-0.046798039111214364,-0.035987290759046185
65,-0.006243938547270156,-0.002730082879680939,-0.005425679610870683,-0.0030287450841726365,-0.015883637117080577,-0.010667348351169238,-0.0015508920736225127
66,0.016817964097508104,0.014888612493750777,0.005962503689998247,0.0018183476234789066,0.011709871885893028,0.01652391997920218,-0.004214546401925323
