,_AEXD,_AORDD,_ATXD,_BFXD,_FCHID,_FTSED,_GDAXD,_GSPTSED,_HSID,_IBEXD,_ISEQD,_N225D,_OMXH25D,_PSI20D,_SPXD,_SSMID
0,0.007012273274784412,0.0010587033920462802,-0.008121912229169331,-0.0038360414786165497,0.00039335548314071295,0.012662276916477982,0.002042191410082532,0.0026395940024050066,0.0,0.01676253083747035,-0.002275576431877081,-0.00404744835746288,0.014274621486866585,0.015353400082914888,0.005802707930367565,1.8976959398858588e-05
1,0.0,0.0075601300643365925,0.0,0.0,0.0,0.0002104275706941235,0.0,0.0017357523598371086,-0.00764379560258501,-0.009037946394929238,0.0,-0.0127710945044309,-0.008699666083731265,-0.009268338152817607,-9.335324869318186e-05,0.0
2,0.006321783294353154,0.0038914819939645483,0.008224927157035997,0.00210793303538136,0.00779896668849011,-0.0046226777256758314,-0.006073604208609078,-2.2914206192359852e-05,-0.012070489594377553,-0.0051456995702573475,0.003615848893207824,-0.000817306460735718,0.012115754262184605,0.00311324012740945,-0.0045187190738492375,0.0014577946472645964
3,-0.005203152943203761,-0.008632764539131412,-0.007508020631779069,-0.01685268488394512,-0.0178530088000852,0.00680453741655156,0.0029272724860293147,0.005684759860433794,-0.009570906380696735,7.003186286824538e-05,-0.0019945500569440227,-0.011056919253931959,-0.0032846408987890112,-0.007057966814874066,-0.0014630577907826848,0.0013866952611696125
4,0.000797048996318855,-0.009998931145713952,0.0023006840190042017,0.001056923017405774,-0.016905020271362668,-0.013534865803304274,-0.0035471374184835418,-0.007267487133506097,-0.0027075002234197808,0.0013801434272403049,0.004817057686791569,-0.022890349596596693,-0.0013336010297470312,0.002138729819816055,-0.008284023668638993,-0.005984021717463278
5,0.0005233635779112758,-0.0011696546447902251,-0.006549742525438524,-0.0018091526728389506,0.004432565330330839,0.0028661637313931294,0.0006058826793047333,-0.0003540308173259344,-0.015708477048614035,-0.010584009078414044,-0.004427186317582575,-0.012288128024897624,0.004866740034961748,0.0020567822627879507,0.005568814638026936,0.008322114312693859
6,-0.004031540275360944,0.0,-0.01003321286257717,-0.003801950665918365,0.005030170447888088,0.0005379604092133989,-0.006913768992853346,0.0029652199914726803,-0.002004100913674535,0.005638329442744537,-0.0007834588931803814,-0.02130449770514011,-0.009853756296181633,-0.007079294854956277,0.009738547317661165,-0.007377907580368945
7,0.0005791575323670976,-0.0054779483412957485,-0.0005733808125805127,0.002685394493040895,-0.008942160614666631,0.010106684433123493,0.013292675899632374,0.002447871191706368,0.02847123763108791,0.00679296181352889,0.011589581450206044,0.007737160905492648,-0.002285483903295232,0.0,0.0007835090010261595,0.0059228727570536845
8,-0.003135933804616155,0.006030478512834764,-0.008065848999168549,-0.0031230242864954925,0.007009685639938313,0.00028440886388463293,-0.00422320649780191,0.006481221437930853,-0.01097405498663088,-0.011115424616356067,-0.00923158898279993,0.011347274921359297,-0.020614436948165525,0.0027797371812902775,0.0012116241355527378,-0.007417163605744653
9,0.002896403293738398,0.008836364024306403,0.0,0.00868305920372766,-0.0017461249712600285,0.002090192393836468,0.0,-0.0014025734515192782,0.005673960929538365,0.0033858284189484658,0.007463576836589164,-0.01243927024632426,0.02390311597226683,0.0,0.005045427464998579,-0.005867315299133372
10,0.004354114610408404,-0.004005879648941521,0.007520885166653761,0.006791680779210703,0.007178761275925104,0.0025847492628977525,0.013181952368404604,0.008492514554724315,-0.0038114542105992075,0.0012462973375125205,0.00555487582534721,0.0008530183472355398,0.01435908570146737,-0.0013081060931807809,0.00998462478928549,0.01168808693536691
11,0.00914495099936384,-0.004563092430048283,0.017195835529944036,0.011783511559067239,-0.006679923858436118,0.0007109678986273394,0.0016505246509946128,-0.001410711713615808,0.0,0.001976010771539883,0.014850792939799181,-0.0013955898504345446,0.018774246822697266,0.0025452789796953177,-0.0004401892813910148,0.00587668323230471
12,0.002156389136653148,0.004896037524632305,0.00671040895502874,0.0015482505063518191,0.006067046347379403,0.0032238083668679695,0.008721575962842197,-0.0058878883659645165,-0.003686238649590755,0.00012696140336596572,0.0008184475052459542,0.026146250462608135,0.02813221804767884,-0.0017690948109622784,-0.00183492972219164,0.011714995113588561
13,-0.0030249417487393394,-0.0009679857875352483,-0.0002041265774383024,-0.0025582110770539894,0.007879845526617016,-0.0012927867613813757,-0.00793008282669425,0.0069302082282680574,-0.009227113660715639,0.001984793956890031,0.00375384471241033,-0.007687075308156299,0.005524658725453797,-0.010870613986772165,0.013033567410566623,-0.0019338221813853492
14,0.006482344319463319,0.018519832168122623,0.012699330349492964,0.0011706204256852722,-0.008674320224900386,-0.0011126941151333926,0.003977156648086783,0.002057158341600179,0.0071026127297951335,0.015505127482403732,0.0018463216770442602,0.024639102333335477,0.010192323983318163,0.01226278184844225,-0.0024679260348050404,0.008490165124819852
