,AAPL,AAPL Volume,ORCL,ORCL Volume,IBM,IBM Volume,AMZN,AMZN Volume,MSFT,MSFT Volume
0,0.012017165318941453,0.030869748380446413,0.09370529327610863,0.20074575854089646,0.017777810699588482,0.054023323888701416,0.08576642335766418,0.041044433909469935,0.032667124105011956,-0.0017214494408677296
1,0.004664884704854166,-0.045830925950468615,0.010464355788096805,-0.009608764892648655,0.01568812823263372,0.04773821787935691,0.02941176470588232,0.06732271318142939,-0.00476674824401292,-0.03015712723071361
2,-0.03334765442400557,-0.03269207938991605,0.002588996763754105,-0.06619472068918154,-0.012340724718801314,-0.023839414345307283,0.007346938775510192,0.06000610683081317,-0.00493474586546467,-0.019101210783006733
3,-0.012663582998005704,-0.03062132913911052,0.01678502259522271,-0.027876681474095926,0.005239774157844981,-0.04206477024676907,-0.03970826580226906,-0.0290841645494698,0.011960327070021318,-0.03971580460397768
4,-0.04245882352941173,-0.07701548927574127,0.06222222222222225,0.36735948798059415,-0.0016840337213480147,0.0022967562792324545,-0.027004219409282725,0.04110100560805717,-0.00965693311204775,0.014952558104422465
5,-0.019399532729921662,-0.02959658414846548,-0.0023908547519425056,-0.011720490245672052,-0.018877010504892103,0.06286601807090157,-0.042497831743278425,0.0011570347363444474,0.008295706592926768,-0.03481648011728485
6,-0.008479130905568302,-0.0690556443691541,-0.025164827731286695,-0.018390058349394632,-0.014982814925354715,-0.05698645379782252,-0.0009057971014492561,-0.054676330656512236,-0.009670872103662484,0.008616848585422927
7,0.004750690190220415,-0.04354544697755697,0.007375476336816224,-0.04838788749170852,-0.01878476467101254,0.09481119429576387,-0.08340888485947416,-0.030067641771063334,-0.0020404897245298267,-0.03347462935169271
8,0.02600492217587191,-0.09125774382414607,0.0366077508607535,-0.01456921810148123,0.00677674696882469,-0.03230761491309384,0.017804154302670596,-0.04284704342628319,0.015773360135143463,-0.014874725328233753
9,-0.0423961290322581,0.013742475258794072,-0.024131842260153042,-0.0367877117350513,-0.012200218968451297,-0.04048260730215348,-0.11273080660835748,0.1014485024369007,-0.024155311335424246,-0.012505627712998332
10,0.08180903141308338,0.04930878013120246,0.03860066344993966,0.031462983673754746,0.021294718546938356,0.12752858215964955,0.06681270536692217,0.12452395323499803,0.029320729944873142,0.02003138287892554
11,-0.013790127008919413,-0.07284847645071166,-0.04297323129925835,0.0001415954913139982,-0.04712261806300888,0.3390594132778421,0.04312114989733059,0.05000597118823818,-0.053821958202118526,0.07396260794484695
12,-0.015787103956816533,-0.07721320978223503,-0.03276699029126219,-0.01353985096949117,-0.03282275711159737,0.09782165846744528,0.24015748031496056,0.7049669874165571,-0.024810863080510316,0.015972915817220143
13,0.05499589046633115,-0.033187443669626206,0.050815558343789244,0.005164176183852481,-0.023529393665158365,0.16825839154122152,-0.01031746031746024,0.14484479747880905,-0.011169686627365649,0.022796605862782714
14,0.008253430364303885,-0.07087764946662878,0.029850746268656716,0.013730459819537811,0.00759961987767151,0.05285629727634276,0.12349639133921404,0.22371154753491612,0.013492249341316232,0.029461845760896582
15,0.0017233090670667672,-0.13089539030876451,-0.0324637101449274,-0.020362301410568485,0.005150827767192601,2.9473233829196335e-05,0.030692362598144163,0.3224639749226247,-0.012383870352441841,-0.03733369417470058
16,0.0008604732663179226,-0.13069341774836768,0.012582323991472273,-0.1037915938188966,-0.010340382598283177,0.00964147600377822,0.07340720221606652,0.21714632938604836,0.00031347962382450044,-0.05141662080639727
17,-0.008594928354539904,-0.11023891244754629,-0.023668639053254354,-0.010083248322128098,-0.04761906523127018,0.22494627377885204,-0.08258064516129028,0.1769499617052541,-0.023503603885929175,-0.01880038514074905
18,0.04421318111947818,-0.02244462948346567,0.007272787878788002,0.01478358157765072,0.024757310679611687,0.31795713356332705,-0.022503516174402268,0.09726944952331519,0.008504460847240037,-0.004574317554593872
19,0.026151934603891265,-0.02363307854937973,0.03850775941589892,0.04760455667071841,0.022169549346199444,0.09046532653780141,0.020863309352517925,0.03538146182524992,0.013683405367809263,0.0020587730382405486
20,-0.012540536009795484,-0.0502615661174899,-0.0504056199304752,0.03743514031822963,0.0010195662343086768,0.0011239235643247512,-0.03241719520789282,-0.0035500206973886313,-0.016480929210485076,-0.009622141213291765
21,0.038508899264784714,-0.003159439005994422,-0.016473338405938738,-0.024928062369975287,-0.011111083333333297,-0.004612505754134709,-0.08739985433357618,0.16086184096086778,-0.024577114586658174,0.003479083417907535
22,0.0039448526934679476,-0.028021198177370102,-0.019230830072529244,-0.027112878880299753,-0.004681647808567945,-0.0006701621233310921,-0.08220271348762964,0.09094357317616267,0.0004909031574249275,-0.0032871971539417365
23,-0.030648175296516745,0.025390976926313084,0.014547817836812124,-0.02862525674345438,0.003104364917092234,-0.0026413339387329005,-0.020869565217391323,0.011796865739867447,-0.012264921921016454,-0.004568576607222543
24,-0.014998215241328335,-0.0694234470317715,-0.007481358635825537,-0.06195726084465205,-0.025508703709332396,0.014312485504487367,-0.0017761989342806016,-0.012674020290048436,-0.009933807618085898,-0.009905744013435455
25,-0.011110701417399409,-0.06657669694365177,0.016331658291457274,-0.05352315038508615,0.01039355171230673,0.04582801014072011,0.1138790035587188,-0.028438666963025664,0.014214080267558587,-0.013792365383825712
26,0.03953382283799683,-0.05014888668905798,0.010506798516687375,-0.10411806765484138,0.02276406367776103,-0.014192574960063969,0.062300319488817986,0.020649611290583313,0.007914261898952682,-0.03366254969564757
27,-0.0108088053148431,-0.11632997966372477,-0.010397553516819676,-0.10255087142371096,-0.007543276426055495,-0.06389571583118969,-0.030075187969924838,-0.008452901241615999,-0.016195026461801914,-0.045002451673322896
28,0.012141076487252206,-0.08269623329027144,-0.0037082200247217363,-0.12020969502764932,0.014075255700478559,-0.048593732563173585,0.03023255813953479,-0.029088516218591893,0.027934818756235446,-0.027406830710021892
29,-0.016393598626085852,-0.10270427293126824,0.012406885086421411,-0.0766772108321099,-0.0016655963727212927,-0.027418876566795397,0.044394281414597565,0.01791966419465553,-0.002264639275315441,-0.0214775802649125
30,-0.02845528223940797,-0.1026978948504136,-0.05085784313725491,-0.05215451846462363,-0.04634349843677355,0.33221982447506354,-0.03386167146974068,-0.011325002862198895,-0.02350843060959797,-0.03503999433494196
31,-0.05355673191993887,-0.05331666684686111,-0.04519044544867663,0.01097918684013006,-0.015453358105290672,0.1926207978370271,-0.029828486204325155,0.003564958317237178,-0.021583928274945995,-0.031054245939940075
32,0.02254668833716875,-0.09310951329894239,0.04868154158215015,-0.011460407544275747,-0.019644668717334692,0.22540495588022683,-0.0038431975403534924,-0.00043567616234243097,0.016460240963855437,-0.03444255307849891
33,-0.07047150276943347,-0.03186930695966786,-0.016118633139909737,-0.05400433383731819,-0.02950358532884061,0.09785939813401409,0.023148148148148064,0.003337220966514191,-0.03088484037112392,-0.017398828522495077
34,0.05767480142787009,-0.04715969279518469,0.01572739187418088,-0.07820420692672475,0.021477485623910043,0.10772686941612122,-0.014328808446455468,-0.0026216646180083013,-0.0010335572782083223,0.005468130317160924
35,0.04705328987629008,-0.03942520674546136,0.054193548387096765,-0.019848226937550964,-0.001523555150539948,0.09121431376662861,0.050497322111706204,-0.033528669279503126,0.01879634354901378,-0.03187788052281352
36,-0.005879883390152481,-0.10271915511992906,0.011627968176254732,-0.018164693947716335,-0.011698890792505908,0.14148645268756105,0.04879825200291332,0.0038347618028070863,-0.008970920481688596,-0.00997807995031421
37,-0.07224344271118599,0.1896201808523655,-0.00967937025533151,-0.02592819303904492,0.006999485187864502,0.1514787551744727,-0.009027777777777832,0.007317547656857356,-0.0027327070879589513,-0.0052440947479156785
38,-0.011839438571795535,-0.028002063934806188,0.01527183779646684,0.026741904005083177,0.002964336032621051,0.03420419283752594,-0.011913104414856338,-0.028920251679204208,-0.0008563110121595677,-0.0008082560790015404
39,0.08064516129032258,-0.06898335945280154,-0.037906195071829525,0.20413962461157611,0.049938787710799466,0.10834521933759485,0.09148936170212772,0.026009417092630684,0.05193688721288982,-0.012199061123369322
40,0.03582089552238809,-0.06926186898345403,-0.14509068167604755,1.0,0.027955786098498886,0.11632280423998685,0.07082521117608835,0.08532266722678958,0.03144862413063794,0.011431826446498292
41,-0.031288760806916456,-0.09718723299200709,0.013167520117044602,0.17334571094765808,-0.00217189797597934,0.023262592583844915,-0.03094660194174756,0.01107593922197366,-0.0034754818325433935,-0.0240430182802474
42,0.022949770157207026,-0.11559862639239304,0.020938628158844834,0.018248711526698918,0.0059620044660170365,0.02690011583082351,0.022542266750156397,0.09017477829792583,0.008719086597365743,-0.03569905509317062
43,0.01287918356806257,-0.10343350017564842,-0.009900990099009941,-0.03522599734071845,-0.024365041645389298,0.12225083494256489,-0.04347826086956517,0.017786213008244605,-0.014301429693495902,-0.019923314446581155
44,0.01148482079946987,-0.09905813670936732,0.014285714285714235,-0.011868499839206717,0.013306306174007416,0.11512384406360843,0.04673495518565955,0.020143367116046224,0.019610936874651277,-0.020645525625894442
45,0.016220352906645627,-0.10171141834489639,0.021126760563380333,-0.07830714363992375,0.0014273670730751635,0.05452845481046859,0.0220182874617736,-0.020618717550620416,0.0060984519155589745,-0.04740522951313678
