,AAPL,IBM,ORCL,AMZN,MSFT,GS,MS,JPM,AXP,TRV,MCK,A,PFE,AMGN,CVS,GE,DE,GD,CAT,UTX,EL,UL,NKE,HAS,SNE
320,-0.08142014693661236,-0.0032907479232819163,-0.007036059806508362,0.003116478379431176,-0.01586006506710043,0.0009675190315830165,-0.007170148183556397,-0.005054393664634201,-0.007169519428317879,-0.0032495127473861395,0.004098360655737763,-0.006391878890297809,-0.007246376811594105,-0.0012079378566361074,-0.009615384615384633,0.009861249447087293,-0.009915357190585686,0.0012987012505120182,0.0028392578898633492,0.0008169934640522411,0.008191126279863428,0.0010346973990837285,-0.0015188912094170931,0.0,-0.039405908493124725
321,0.02878803466485377,0.016761904761904676,0.03277236492471223,-0.027184504854368945,0.023140453589237508,0.02858326508100715,0.03033216104159448,0.03712391559202815,0.02859625411903871,0.022525132037632834,0.019591836734693894,0.00786267504227474,0.019358901935893316,0.020732567022588688,0.033347403967918916,0.003978300180831934,0.004641035888668313,0.030201888819644633,0.01245753114382793,0.019591836734693925,0.014895057549086028,0.010335860465116165,0.012549914432401532,0.006779661016949128,0.021773429417058007
322,-0.013990721649484422,0.03397028849756477,-0.01029159519725566,0.0031936129019405667,-0.006462035541195482,0.027520513559417786,0.03621493075268529,0.012434061325016598,0.03622571394783742,0.014202956521739248,-0.0024019215372297325,0.0056737978216383,0.002801992615254948,0.018111035270445663,-0.008578431372549055,0.01945241354466852,-0.005835205162401986,0.008992806078877917,-0.01752423564504097,0.02017614091273015,-0.0026684456304203416,0.009974486494728237,0.0097652582159625,0.015488215488215518,0.003397189518308045
323,-0.011203131649082305,0.001087039484393765,0.0034662045060659384,-0.0298448081911981,0.013008130081300823,-0.017507237816733336,-0.003607643905643448,-0.013770040425380036,-0.014905087590722668,-0.0005716204303160828,-0.012841091492776896,0.029619162339735397,-0.026389258813699308,-0.010141329671111182,-0.023485784919653904,-0.016607739102747016,-0.017119148936170333,0.03885918142100468,-0.02447817836812156,-0.022602417202950836,0.020066889632107072,-0.013674347866931509,-0.026408778129068285,-0.01591511936339524,0.007694674811038792
324,-0.009062993674620323,0.016650640081466182,0.03626943005181347,0.025020550657118588,0.023274478330658037,0.011968098881706114,0.021724440410148014,0.030565999999999913,0.020082467458750787,0.009436602532553436,-0.022357764227642345,0.023287615223683385,0.0,0.009909304502698887,-0.02151898734177207,0.02371541501976285,0.03657631433572107,0.021276630791922883,0.0110873370939506,-0.0364541512766983,0.0,0.013350454360202942,-0.000955109837631409,-0.043126684636118635,0.00763591889823342
325,0.0015237802555211678,-0.010681236394938646,-0.013333333333333345,0.01040416166466593,-0.011372588235294124,0.003285151203289125,-0.0037652711510401207,0.005126400773577569,-0.016450855821565597,-0.0028328046128273084,-0.014552931998042884,0.02275773754186862,0.007653029092696807,-0.0008315150368948054,-0.004743423889607718,-0.011583011583011523,-0.00984157465194423,0.015624999999999995,-0.0026933435936897553,0.01566663333333326,-0.005245901639344267,-0.005827266219130835,-0.008413001912045847,0.09577464788732404,-0.019399938199458268
326,0.028158764760471012,0.027231237677168528,0.024493243243243323,0.013069306930693001,0.021816779921332078,0.025933255427197367,0.03156963094708768,0.04480870510715097,0.03893601667454419,0.04715908956934415,0.026160294254839903,0.01570682256928254,0.00696202531645566,0.01431419725984696,0.01819757365684583,0.029474431818181757,0.034909042424242316,0.028287841191066893,0.02160493827160489,0.00951759138554628,0.013513513513513518,0.00586142228722122,0.024874662553027366,0.028277634961439556,-0.0061822569509895715
327,0.005181347150259072,0.001401413105269605,-0.010717230008244087,-0.005863956215793533,-0.0015528338509318217,0.001276624504618286,0.02995687370875551,0.026499337517433844,-0.009765079964293908,0.002441671122038122,-0.02960526315789469,0.04574738681199606,-0.021055939660590876,0.046931408712363114,-0.006382978723404195,0.013797826836840329,0.007730194787078873,0.004504472329472315,-0.001888217522658637,-0.004551332899869946,0.004878048780487759,-0.017228330202905207,0.011288805268109152,-0.010000000000000009,-0.02550550385657837
328,-0.010309278350515474,-0.006414029154518995,0.0024999999999999467,-0.012190287062524487,-0.008942418699160891,-0.013770266479663488,-0.023645134470702503,-0.029891371267276947,-0.012526561484937018,-0.02841675159900536,0.01694915254237282,-0.020332760179171475,-0.00513643659711076,0.0029781034949546686,0.0038543897216274025,-0.009867268113891332,-0.004416503951650459,0.0020820308162086206,-0.0020809685962920816,-0.0071848789292986446,-0.016181229773462785,-0.011858654842628998,-0.012837209302325538,0.0025252525252525836,-0.13022661985317582
329,-0.006696875000000019,-0.015492958292005494,-0.019950124688279322,0.15326424549107284,-0.010592428403295434,-0.01913374322259197,-0.03536223746249466,-0.021008404096932845,-0.009716629426818174,-0.016713174556369132,-0.0024999583333332374,-0.017610052939361107,-0.02000642142626642,-0.015471198141234687,0.022184300341296908,0.0003436769759449841,-0.003035302216422906,-0.01086782803260348,-0.01554502369668247,-0.006907861842105141,-0.0032894736842104563,-0.002869809473785316,-0.015831134564643863,0.0075566750629722425,-0.12220183486238526
330,0.03820271379897254,0.01478309542619552,0.015267175572519212,0.004832654636957448,0.020618597169650983,0.008435468231100546,0.003554765765597317,0.03040057333335376,0.02180433680988654,0.02237963236202935,0.017126106218625432,0.024967994569817045,0.010865985812776176,-0.0017460476190476828,0.008347245409014995,0.014084472205961075,0.01873536299765801,0.010825690741638451,0.016368149431927582,0.014739946514079255,-0.013201320132013271,0.02590262085078112,0.03351206434316354,0.0,0.003344481605351099
331,0.014430303030303052,0.006343996486936258,0.0041771094402672454,-0.007557608809426043,0.0023309634809635296,-0.0007842765446536502,-0.01704662462017375,0.011454356523927747,0.006401676257859987,-0.03574400110834036,0.020944599589322342,0.006246117515482369,0.0032572637375483915,-0.012561631619679254,0.02235099337748341,-0.0040650406504065375,0.003907999999999992,0.0012787403683266543,-0.007389124948432141,0.009955965399053393,0.013377926421404755,-0.014282111924745464,0.00555864369093949,0.004999999999999893,0.02208337500000009
