,MCK,MCK Volume,A,A Volume,PFE,PFE Volume,AMGN,AMGN Volume,CVS,CVS Volume
0,-0.0032026420282188963,-0.09016793806818693,0.06324781349217656,0.025680832067444734,-0.005012556139721505,-0.041725168400138506,-0.03652485686082063,0.1073460734830323,0.0,0.007552256105034485
1,-0.020080322360392096,-0.04394459170145189,0.05401935128751983,0.12091677359079453,-0.007556649683711587,-0.04429048252806215,0.02355537357379456,0.10171273539511971,0.0010135135135134318,-0.0023709577667837835
2,-0.006557295440289241,-0.13291459088360774,-0.00396587600627308,0.05380530492133089,0.007614187430751899,-0.044759536298959623,0.0012585401161190292,0.043571035330406946,-0.003037462031724599,0.005914673102758193
3,-0.020902172142404633,0.05861145349857031,0.0030627975620592224,-0.013551872403917127,-0.002770805975546371,-0.051121289648750325,0.015263099573767338,-0.008011975813143658,0.0,-0.008624772689057028
4,-0.013763961447413434,0.012734493574217123,-0.023816797881596786,-0.03296285621088276,0.011619070472341406,-0.0431406049196952,-0.013618694488526813,0.029863834628721227,-0.00812457684495594,-0.014208054653608089
5,-0.008829450047580583,0.21602484786988282,-0.00781983579687284,-0.07801188796693147,0.023970013082896615,-0.04211109395662673,0.012910202617894941,-0.021848678539838857,-0.010238907849829375,-0.01548846934674593
6,0.029885087065663528,-0.04618968901318617,-0.021437528350047808,-0.06888032747584051,-0.009997562057915648,-0.055531974907406134,0.010798300201865726,-0.0034629228619014003,-0.008620689655172414,-0.01672171086697869
7,0.02399556361607134,-0.003853568277625346,-0.019974239688894637,-0.027168532686415406,-0.001970394185733611,-0.05069699722407322,-0.028020981717022116,-0.021570837831636692,0.0013913043478260573,-0.037471167920512444
8,-0.02288828275508756,0.001534665270536941,0.0009861828244811081,-0.046128439408881367,-0.002714708785784959,-0.04152806801846226,0.013693657657657584,-0.02661082118677854,-0.018061827023271956,0.008980929341588286
9,0.0,-0.03919781452807082,-0.05221679183013388,-0.010295315891431678,-0.004454342984409793,-0.046382605281656185,-0.010131514757607986,0.0010614069754754107,-0.00636717368234877,-0.006138072574489326
10,0.03318455010639837,0.005203795734285546,0.01767152482181532,-0.06837790828416201,-0.002485682326621846,-0.04987925632757673,0.001975220003146336,0.013511260743432677,-0.0032039871840512588,-0.036699549592279376
11,-0.00269900142237519,-0.0366191599014503,-0.030302995685144336,-0.04154432269648631,-0.0007476451346213689,-0.04384249292009191,-0.026344032730179785,0.03618235615804762,-0.003214285714285709,-0.03650074836360798
12,0.05385650733811888,0.13336677941557423,-0.04634836314227998,-0.061820787738752124,0.017456384910542896,-0.04531058984696668,0.03184242474351463,0.02899970293456703,-0.005732712289501975,0.011686647758929566
13,0.007960991473060895,0.08346147345759496,0.03092786901295275,-0.028576773340463168,0.02450980452229913,-0.02169503018517343,0.042811237195661066,0.07944662813144351,0.007207207207207181,-0.036069450782761546
14,-0.006369426751592357,-0.054284868462925226,0.028214336570102912,-0.08817395789496883,-0.0071770097410767805,-0.0415126460420334,-0.021382142001062986,0.06554635168338002,-0.013953488372093044,-0.00031218572071214955
15,0.0066666153846152805,-0.10694843683246377,0.009378253724705963,-0.0545705487464281,0.004819301204819285,-0.04244247837696408,-0.0026218843317930584,-0.024723623495049418,0.017053701015965254,-0.034499258027492506
16,-0.0010187723392138868,-0.033642802322465415,0.019614526287522513,-0.03565831683777105,-0.0031175299012582767,-0.05892142440985774,-0.01331934782125223,-0.026229378858568787,-0.005351409204423907,-0.032420268907318694
17,-0.027281972787303158,-0.13167016551653216,-0.01282479851082552,-0.0608782933426837,-0.014192927592013554,-0.03720276784881506,-0.031971563622940735,0.02146386237015148,-0.041248206599713004,-0.0041871249236293
18,0.0013105897084880803,-0.10525499200304134,0.006495705367942222,-0.044727533341573436,0.0065885797950220384,-0.040826932309598676,0.009908275229357867,0.03983431326331509,0.005985783763561546,0.008205941501004857
