,AAPL,AAPL Volume,TRV,TRV Volume,GD,GD Volume,PFE,PFE Volume,UL,UL Volume
0,0.012017165318941453,0.030869748380446413,-0.00618984425011107,-0.10674070622295431,0.012373428012162778,-0.012817890188344503,-0.005012556139721505,-0.041725168400138506,-0.008690488410605554,-0.11549998186086656
1,0.004664884704854166,-0.045830925950468615,0.003229619526164792,-0.09262345955965062,0.02234565432098757,-0.013035795630122377,-0.007556649683711587,-0.04429048252806215,-0.011487297946862613,-0.07950067201687831
2,-0.03334765442400557,-0.03269207938991605,-0.014716117971206455,-0.07329205395286542,0.01376642950770275,0.017649252489325258,0.007614187430751899,-0.044759536298959623,-0.010703394888198074,-0.07642380792764855
3,-0.012663582998005704,-0.03062132913911052,-0.010035006302684068,-0.10545490172158556,-0.020845742506050865,-0.020655882897142513,-0.002770805975546371,-0.051121289648750325,-0.0015454962411154307,-0.07621868365503323
4,-0.04245882352941173,-0.07701548927574127,-0.0070721125446540495,-0.03971038742401425,-0.014598492194573815,0.017107790482483273,0.011619070472341406,-0.0431406049196952,0.0003096222814357625,-0.07574006035226416
5,-0.019399532729921662,-0.02959658414846548,-0.014719824660964498,-0.06587872593118081,-0.021358074074074175,0.04682216890673857,0.023970013082896615,-0.04211109395662673,-0.004023620945759394,-0.08291940989380027
6,-0.008479130905568302,-0.0690556443691541,-0.01566269879518074,-0.05612434695528003,-0.023590186632531072,0.04732401174234822,-0.009997562057915648,-0.055531974907406134,-0.0021752704488929193,-0.02798029221166436
7,0.004750690190220415,-0.04354544697755697,-0.008323133822430136,-0.0863274513115692,0.00258392758181064,0.01577394505099448,-0.001970394185733611,-0.05069699722407322,-0.000311342276491677,-0.08920988758733668
8,0.02600492217587191,-0.09125774382414607,0.016292274317071153,-0.00470990213503205,-0.004510283621399054,0.025064640704978304,-0.002714708785784959,-0.04152806801846226,0.009345756659971675,-0.09826954296117987
9,-0.0423961290322581,0.013742475258794072,-0.013845033463445889,-0.02173572725660434,-0.02563111974110043,0.0670807717968753,-0.004454342984409793,-0.046382605281656185,-0.0033950555555555756,-0.0983037303399491
10,0.08180903141308338,0.04930878013120246,-0.0017241133854243738,-0.07347827391513262,0.005712767674386576,0.03400536701307645,-0.002485682326621846,-0.04987925632757673,0.008052059411260143,-0.045142356353812606
11,-0.013790127008919413,-0.07284847645071166,-0.0019737972359682577,-0.04400231417341059,0.024042273397213827,0.04797112487247644,-0.0007476451346213689,-0.04384249292009191,0.0,0.049248996428002734
12,-0.015787103956816533,-0.07721320978223503,-0.023485809060919436,-0.0003736372993816082,0.015866925483329596,0.020138657081757314,0.017456384910542896,-0.04531058984696668,0.01136709635513011,-0.08196216328826213
13,0.05499589046633115,-0.033187443669626206,0.032911367088607583,0.14772443840654484,0.005079390476190484,0.08465847743362365,0.02450980452229913,-0.02169503018517343,-0.0009112636639656315,0.036941540071083676
14,0.008253430364303885,-0.07087764946662878,0.041176496107266994,0.12303699198026502,0.05344277818211552,0.06700153345441061,-0.0071770097410767805,-0.0415126460420334,-0.0024324352871569403,-0.10090197112640979
15,0.0017233090670667672,-0.13089539030876451,0.033427542372881446,0.09632772882079849,0.007435860096806425,0.04637975482797744,0.004819301204819285,-0.04244247837696408,-0.016458342671188026,-0.09881654102148739
16,0.0008604732663179226,-0.13069341774836768,-0.0077448971414625645,-0.04543886816804325,0.022738142857142866,0.008378366420957607,-0.0031175299012582767,-0.05892142440985774,-0.001859349217733507,-0.08144935260672383
17,-0.008594928354539904,-0.11023891244754629,-0.007116643546449867,0.054463707779682465,-0.01583051957487977,0.012287457982548527,-0.014192927592013554,-0.03720276784881506,-0.021732332113811495,-0.04736453597381188
18,0.04421318111947818,-0.02244462948346567,0.004624300578034689,0.03360707200575641,0.009461785477857554,0.055644037701139695,0.0065885797950220384,-0.040826932309598676,0.021897790621446353,-0.05276614181934858
19,0.026151934603891265,-0.02363307854937973,0.028768698992665154,-0.008452036614877626,0.04932630461221562,0.09527641532389088,0.010181769696969689,-0.046995722881145265,0.01614907443385654,-0.04083474662889094
20,-0.012540536009795484,-0.0502615661174899,0.004921632999516025,-0.06820204165089537,-0.001228249245829532,0.11347482130994589,0.011519175018918911,-0.056011936905533785,0.008557481557977037,-0.09881654102148739
21,0.038508899264784714,-0.003159439005994422,-0.018031991007657563,-0.07185549995823276,-0.005254242828585377,0.0584305860778143,-0.023724791282334932,-0.05099302394235414,0.0030302726170810938,-0.07960323415318597
22,0.0039448526934679476,-0.028021198177370102,0.002267014231080889,0.024517764323667042,-0.00820413539203716,0.05711655023194168,0.020413121729617494,-0.05003686140376442,-0.01450147423261953,-0.05714212630180869
23,-0.030648175296516745,0.025390976926313084,0.018774078687493468,-0.033307967768923,-0.0028328611898017,0.007051124184674204,-0.016670658886846452,-0.05096706988446166,0.0003064745423338244,-0.06305654282888368
