Effective date ,consumer discretionary,consumer staples,materials,industrials,energy,financials,utilities
2015-12-18,615.07,507.57,266.87,452.38,438.48,314.96,216.15
2015-12-21,617.35,512.45,269.17,455.91,438.68,317.84,216.3
2015-12-22,621.5,518.73,272.42,461.43,444.03,320.64,217.95
2015-12-23,625.03,523.03,278.86,467.16,462.88,324.77,221.31
2015-12-24,623.39,522.25,278.29,466.79,458.67,324.5,221.13
2015-12-28,625.03,521.58,276.18,465.92,450.45,323.85,221.55
2015-12-29,632.07,526.08,278.67,470.27,453.58,327.25,222.67
2015-12-30,627.12,524.21,275.78,466.63,446.93,324.68,222.34
2015-12-31,621.02,518.42,273.64,463.53,448.44,321.73,220.0
2016-01-04,609.89,511.68,269.07,456.94,447.75,315.14,219.41
2016-01-05,608.84,515.27,269.01,457.88,450.01,316.19,221.14
2016-01-06,602.79,513.58,262.0,451.17,433.71,311.28,220.72
2016-01-07,590.66,507.05,254.83,438.56,423.45,302.5,219.16
2016-01-08,584.27,503.22,252.23,434.1,417.77,297.76,219.12
2016-01-11,589.41,508.0,248.22,434.43,409.02,298.82,220.44
2016-01-12,595.47,510.27,248.58,437.58,410.55,300.48,219.36
2016-01-13,575.37,501.4,242.9,427.44,403.26,292.66,219.35
2016-01-14,579.62,503.75,246.21,433.03,421.3,295.63,222.64
2016-01-15,567.5,495.72,241.14,424.82,409.2,288.68,220.66
2016-01-19,569.69,501.84,238.22,424.88,400.32,288.58,223.94
2016-01-20,564.3,494.55,236.57,419.13,388.58,282.51,218.81
2016-01-21,572.04,496.61,238.68,421.43,399.79,281.67,218.81
2016-01-22,581.79,504.68,242.9,424.64,417.03,287.17,222.63
2016-01-25,574.94,500.66,234.97,419.3,398.19,280.6,220.68
2016-01-26,583.4,505.22,239.18,426.95,413.24,285.59,222.35
2016-01-27,574.59,504.69,237.23,422.28,410.61,284.47,222.78
2016-01-28,581.62,509.92,237.72,424.84,423.56,284.69,226.38
2016-01-29,588.78,520.74,244.59,436.62,434.67,292.9,230.77
2016-02-01,591.68,521.91,245.6,435.2,426.53,291.21,233.18
2016-02-02,580.39,515.3,243.89,426.57,412.63,283.62,234.04
2016-02-03,578.43,514.34,252.0,433.0,428.99,283.47,236.84
2016-02-04,575.15,509.64,258.95,440.42,428.83,286.06,235.87
2016-02-05,556.82,508.98,256.24,435.8,420.11,282.15,236.59
2016-02-08,545.85,507.69,249.3,432.0,420.39,274.7,235.62
2016-02-09,544.41,510.79,252.17,434.32,410.0,274.25,236.46
2016-02-10,543.99,510.04,249.73,432.35,407.95,272.97,235.81
2016-02-11,543.54,505.88,244.31,423.68,406.22,264.89,231.39
2016-02-12,553.27,513.07,251.27,431.93,416.7,275.5,230.6
2016-02-16,566.94,516.74,255.08,440.59,420.04,280.37,231.99
2016-02-17,578.91,522.06,260.12,447.47,432.3,283.89,231.48
2016-02-18,575.03,519.91,258.98,446.8,428.26,282.16,235.28
2016-02-19,576.92,520.91,256.24,446.02,426.77,282.48,233.79
2016-02-22,587.94,523.2,261.02,453.56,436.31,286.71,236.4
2016-02-23,584.69,522.97,254.81,449.02,422.28,281.47,236.6
2016-02-24,588.13,524.52,257.33,449.48,426.08,280.9,237.68
2016-02-25,593.96,530.75,260.58,454.49,426.87,284.77,240.03
2016-02-26,593.25,523.1,264.09,455.03,428.49,286.64,233.47
2016-02-29,590.19,521.06,262.46,451.92,423.54,283.61,233.94
2016-03-01,605.68,526.46,269.18,460.93,432.95,293.66,232.79
2016-03-02,604.99,527.13,268.01,461.65,443.56,296.34,233.84
2016-03-03,608.35,529.85,269.45,464.41,449.24,298.21,235.23
2016-03-04,608.17,532.41,272.64,466.33,453.31,299.42,237.97
2016-03-07,605.33,529.13,275.83,467.23,464.02,299.34,239.29
2016-03-08,600.28,530.8,270.41,461.41,444.86,294.33,241.26
2016-03-09,601.15,534.64,272.2,462.52,451.7,294.72,242.49
2016-03-10,602.17,534.67,273.65,461.91,451.81,294.56,242.7
2016-03-11,611.64,535.75,278.48,468.56,461.9,302.39,243.03
2016-03-14,614.05,535.35,276.66,468.72,459.05,301.11,243.24
2016-03-15,613.97,536.37,274.14,468.18,458.39,300.75,243.78
2016-03-16,618.45,537.35,278.91,471.21,465.75,300.28,246.2
2016-03-17,620.14,541.07,285.06,480.62,472.43,303.83,248.79
2016-03-18,620.75,540.05,285.21,484.54,473.35,306.9,247.23
2016-03-21,620.99,540.45,283.77,485.73,470.98,306.33,246.93
2016-03-22,619.5,536.38,283.94,484.16,469.44,305.44,246.04
2016-03-23,615.61,536.56,280.46,481.34,459.58,303.12,247.83
2016-03-24,616.15,536.28,280.51,479.95,461.84,301.16,248.58
2016-03-28,619.28,538.59,281.88,480.71,460.26,302.06,247.69
2016-03-29,625.13,542.54,282.88,483.2,461.87,302.53,251.16
2016-03-30,629.03,545.36,284.32,485.46,463.14,304.34,250.57
2016-03-31,628.44,543.56,281.81,483.64,462.41,303.71,251.93
2016-04-01,631.61,550.37,283.74,484.44,456.0,306.18,252.91
2016-04-04,626.19,549.59,280.97,479.75,453.67,304.59,251.91
2016-04-05,620.92,545.91,278.97,477.0,450.16,300.19,247.16
2016-04-06,626.78,550.16,281.42,478.06,459.62,301.94,246.86
2016-04-07,619.55,544.75,277.89,474.53,456.8,296.09,246.79
2016-04-08,618.59,547.57,280.54,477.22,466.03,297.29,247.92
2016-04-11,616.09,543.67,281.93,476.33,464.17,298.3,246.93
2016-04-12,621.02,547.06,285.21,480.15,477.34,302.3,248.73
2016-04-13,629.39,542.91,288.66,486.71,479.3,309.09,247.11
2016-04-14,629.47,540.16,288.25,486.86,481.31,309.93,246.78
2016-04-15,631.28,543.27,289.36,487.08,475.25,309.04,248.4
2016-04-18,637.04,545.15,290.69,488.64,482.79,311.18,249.22
2016-04-19,634.0,545.97,296.89,491.13,491.88,314.63,249.53
2016-04-20,634.24,538.48,296.06,490.48,495.84,317.42,243.43
2016-04-21,632.67,529.61,294.66,488.83,493.4,314.38,238.17
2016-04-22,630.87,531.71,296.62,490.15,499.96,317.65,240.37
2016-04-25,631.84,535.52,294.8,487.18,494.56,316.73,240.82
2016-04-26,633.27,533.84,298.13,491.51,501.47,319.02,241.2
2016-04-27,632.62,536.19,300.21,494.97,509.79,319.29,244.61
2016-04-28,625.58,536.3,297.5,490.22,502.92,315.74,244.4
2016-04-29,628.76,535.63,295.62,487.65,502.42,313.64,245.76
2016-05-02,637.53,541.15,296.68,489.78,502.57,317.11,247.7
2016-05-03,631.94,540.52,291.51,485.81,491.33,312.9,247.66
2016-05-04,628.95,542.06,288.74,479.66,484.94,310.43,250.39
2016-05-05,625.0,542.44,287.24,479.1,488.53,310.15,249.44
2016-05-06,629.13,544.94,289.67,482.44,487.59,311.33,247.7
2016-05-09,631.13,548.01,286.04,480.24,481.52,310.72,249.0
2016-05-10,639.04,553.32,291.0,488.46,489.96,315.01,249.3
2016-05-11,626.4,548.75,289.54,484.49,489.3,311.45,249.9
2016-05-12,627.22,551.73,290.93,483.14,491.27,311.93,251.06
2016-05-13,620.33,544.92,288.04,477.34,485.15,307.92,249.86
2016-05-16,623.93,547.65,292.66,482.77,492.84,309.62,250.15
2016-05-17,616.74,537.37,291.55,480.3,493.96,307.5,245.98
2016-05-18,613.14,531.77,287.05,478.71,489.21,313.25,241.21
2016-05-19,612.58,535.97,288.13,474.16,490.43,310.36,243.46
2016-05-20,616.59,533.6,289.96,476.6,492.5,312.26,244.0
2016-05-23,614.16,533.65,293.4,475.52,491.28,311.98,241.63
2016-05-24,622.09,538.42,295.33,480.6,493.74,316.8,244.32
2016-05-25,625.12,539.31,298.79,483.75,501.19,320.08,243.6
2016-05-26,626.4,541.1,295.51,482.73,499.14,318.19,246.19
2016-05-27,629.44,541.75,295.58,483.85,499.38,320.43,246.77
2016-05-31,628.78,539.07,293.99,483.71,496.54,319.34,248.16
2016-06-01,627.94,543.06,294.84,483.81,497.3,320.23,248.95
2016-06-02,631.06,543.95,296.08,484.49,495.71,320.7,248.78
2016-06-03,627.58,547.32,298.56,484.39,494.31,316.29,252.91
2016-06-06,628.34,547.47,301.25,488.07,504.16,318.06,252.45
2016-06-07,629.15,547.21,301.29,490.13,514.93,317.14,252.02
2016-06-08,629.69,550.31,303.23,493.46,513.89,317.74,253.57
2016-06-09,628.46,552.34,301.28,493.41,511.3,315.29,255.8
2016-06-10,621.97,552.86,299.21,488.45,501.15,311.39,255.09
2016-06-13,618.08,548.02,295.42,483.04,499.63,308.99,254.73
2016-06-14,616.47,549.53,293.13,483.44,499.38,304.51,256.07
2016-06-15,618.1,547.92,294.26,483.57,497.71,304.71,254.25
2016-06-16,620.42,551.27,295.33,484.11,496.65,305.71,255.93
2016-06-17,619.51,548.77,296.73,484.27,500.82,305.37,256.81
2016-06-20,624.92,549.99,298.26,488.78,505.1,307.16,255.77
2016-06-21,623.64,551.65,297.37,488.53,510.44,308.82,256.19
2016-06-22,622.57,551.62,297.75,486.97,507.41,308.47,255.04
2016-06-23,628.46,555.28,302.4,492.56,515.84,314.95,255.89
2016-06-24,605.69,544.56,289.15,472.67,497.72,297.92,256.12
2016-06-27,594.49,543.28,279.35,461.99,485.07,289.62,259.42
2016-06-28,605.84,546.49,281.43,469.68,497.86,296.77,260.25
2016-06-29,615.77,552.8,286.19,477.94,507.93,303.63,260.97
2016-06-30,620.41,564.99,290.62,487.51,512.39,308.39,266.7
2016-07-01,625.95,563.26,290.79,489.3,514.79,306.76,266.56
2016-07-05,621.38,566.13,285.34,484.95,505.04,302.09,268.49
2016-07-06,626.63,566.11,286.36,487.3,507.85,303.19,269.14
2016-07-07,629.11,565.48,287.16,488.55,502.53,303.48,264.27
2016-07-08,640.15,571.15,294.27,497.86,509.01,309.07,266.87
2016-07-11,643.73,571.45,295.68,500.65,509.84,310.82,266.64
2016-07-12,646.68,568.34,301.14,505.14,521.33,314.65,263.0
2016-07-13,643.6,571.26,302.05,506.48,517.63,314.78,265.01
2016-07-14,646.22,571.69,304.55,510.23,519.75,317.57,263.29
2016-07-15,643.3,571.61,305.77,510.58,519.62,317.02,264.06
2016-07-18,645.36,570.7,307.86,509.97,519.33,318.17,264.68
2016-07-19,644.18,569.76,305.74,510.25,516.63,318.42,264.29
2016-07-20,646.72,567.47,306.26,511.27,515.76,318.85,262.98
2016-07-21,645.08,565.72,304.32,506.02,511.11,317.43,264.44
2016-07-22,648.13,568.3,304.93,506.49,512.82,319.3,267.92
2016-07-25,649.0,567.51,304.62,503.61,502.6,318.53,267.54
2016-07-26,647.93,563.08,306.81,507.26,504.65,319.0,265.21
2016-07-27,645.72,554.93,307.02,504.98,499.44,318.77,262.12
2016-07-28,647.23,557.56,306.72,505.27,498.63,319.49,262.9
2016-07-29,647.81,560.03,305.29,503.83,502.23,318.9,264.75
2016-08-01,648.63,560.71,303.28,503.28,485.5,318.14,264.69
2016-08-02,639.15,560.1,302.61,498.63,489.84,315.36,263.14
2016-08-03,640.77,557.2,303.35,500.62,498.47,318.39,261.54
2016-08-04,640.45,558.11,304.49,500.73,497.71,317.3,261.25
2016-08-05,647.31,559.42,305.55,505.83,501.92,323.41,257.65
2016-08-08,645.19,558.54,306.12,505.79,508.05,323.76,257.36
2016-08-09,643.05,559.89,305.12,506.05,505.52,324.08,257.1
2016-08-10,644.45,561.97,305.32,505.59,498.38,321.6,256.96
2016-08-11,651.06,561.62,306.49,508.68,504.87,322.1,257.27
2016-08-12,650.87,563.36,302.87,506.99,508.16,321.42,257.47
2016-08-15,651.7,562.49,305.81,510.07,511.14,323.27,253.48
2016-08-16,648.15,559.86,304.37,507.86,512.22,322.34,250.44
2016-08-17,646.83,561.72,304.14,509.36,513.29,323.51,254.15
2016-08-18,646.49,563.31,306.13,510.34,522.44,323.48,257.27
2016-08-19,646.31,561.86,306.72,510.37,518.15,323.05,254.14
2016-08-22,645.75,562.22,306.52,509.98,513.59,323.13,254.85
2016-08-23,648.87,561.21,308.94,510.17,515.85,323.5,253.62
2016-08-24,645.98,560.31,305.36,508.72,514.46,323.1,253.62
2016-08-25,643.6,557.95,306.86,508.3,512.96,324.01,253.72
2016-08-26,641.86,555.33,305.0,506.87,511.22,324.21,248.36
2016-08-29,643.83,558.38,307.89,509.52,514.62,327.37,250.31
2016-08-30,640.22,555.57,307.22,508.77,512.47,329.99,247.73
2016-08-31,638.63,556.26,304.38,506.25,505.45,330.28,248.49
2016-09-01,639.79,556.55,305.37,506.55,504.11,328.95,247.46
2016-09-02,640.71,560.25,307.89,508.64,508.35,330.55,250.52
2016-09-06,641.73,561.7,307.35,507.18,516.07,329.78,253.33
2016-09-07,641.74,556.58,307.01,507.86,517.78,329.8,253.05
2016-09-08,636.75,554.03,305.65,507.46,526.42,329.46,253.93
2016-09-09,621.11,538.55,296.85,493.25,511.68,323.25,244.4
2016-09-12,630.08,548.76,299.68,499.67,516.18,326.97,248.64
2016-09-13,620.59,541.17,293.94,491.97,501.41,321.01,245.2
2016-09-14,620.78,539.58,293.29,491.24,495.65,319.97,246.32
2016-09-15,625.07,543.93,295.04,494.59,501.07,322.12,248.05
2016-09-16,624.07,542.31,293.91,490.79,496.79,319.18,250.32
2016-09-19,623.41,541.52,294.48,492.46,496.19,320.75,252.81
2016-09-20,624.01,542.82,293.55,493.1,492.1,321.05,252.32
2016-09-21,629.67,545.85,297.95,499.45,502.53,323.18,257.62
2016-09-22,634.53,550.72,298.83,503.03,503.62,324.07,259.08
2016-09-23,633.09,547.94,297.33,499.77,497.27,321.82,258.75
2016-09-26,626.03,542.85,295.75,497.36,495.0,316.87,258.21
2016-09-27,632.25,545.51,296.95,501.37,492.72,319.6,254.99
2016-09-28,634.17,546.13,299.91,504.71,514.12,321.09,254.25
2016-09-29,630.79,541.27,297.74,500.69,513.68,316.31,250.56
2016-09-30,635.96,546.54,299.87,504.87,520.35,320.82,248.79
2016-10-03,635.67,543.26,300.0,505.07,519.53,319.45,245.44
2016-10-04,633.62,538.37,295.43,501.16,514.55,320.47,240.11
2016-10-05,636.07,537.41,297.41,504.03,521.79,325.28,239.52
2016-10-06,636.4,538.04,299.64,503.74,522.67,325.47,239.48
2016-10-07,633.6,537.03,294.22,497.63,520.28,325.7,239.31
2016-10-10,634.18,537.12,295.59,497.66,528.11,327.33,241.3
2016-10-11,626.96,534.02,291.79,492.68,521.96,323.86,238.46
2016-10-12,629.41,536.72,291.09,493.51,519.82,324.34,240.82
2016-10-13,627.39,536.79,289.66,493.62,516.39,320.78,243.85
2016-10-14,626.39,537.26,290.71,494.52,514.27,322.37,242.5
2016-10-17,621.54,535.02,290.93,493.46,512.0,321.06,243.83
2016-10-18,625.18,536.62,293.66,494.41,513.9,323.52,245.83
2016-10-19,628.28,533.05,295.79,496.04,520.89,326.25,245.3
2016-10-20,627.36,532.24,295.62,493.4,520.41,326.19,245.14
2016-10-21,632.18,534.92,295.3,492.59,516.84,326.2,243.85
2016-10-24,636.72,538.76,296.03,493.87,516.01,327.46,244.8
2016-10-25,629.16,540.35,293.09,491.9,513.29,326.72,246.07
2016-10-26,626.47,540.34,292.78,493.94,514.75,328.74,246.61
2016-10-27,621.05,537.61,292.59,490.33,513.05,329.42,245.3
2016-10-28,619.65,540.13,293.05,493.49,510.77,328.09,245.95
2016-10-31,620.52,541.27,293.24,494.44,504.89,327.75,250.83
2016-11-01,615.31,538.71,291.9,490.42,505.37,326.47,246.4
2016-11-02,611.77,537.77,290.2,488.45,500.26,323.89,243.24
2016-11-03,610.26,534.3,290.17,487.08,502.11,324.36,244.07
2016-11-04,608.93,529.04,291.16,487.91,499.68,322.84,243.19
2016-11-07,622.97,538.27,295.33,499.85,510.58,331.25,247.51
2016-11-08,625.95,540.71,296.3,502.78,510.49,331.75,249.26
2016-11-09,627.1,533.54,302.6,514.64,518.23,345.25,240.09
2016-11-10,629.18,518.63,305.6,525.22,519.83,358.04,234.17
2016-11-11,633.21,517.8,301.58,526.73,511.21,359.43,233.27
2016-11-14,632.81,516.4,302.22,528.91,513.0,367.65,232.73
2016-11-15,634.96,519.99,303.49,530.66,526.77,367.85,236.68
2016-11-16,638.42,519.93,303.14,527.13,522.16,362.64,234.74
2016-11-17,646.19,519.06,302.99,528.25,518.63,367.17,234.57
2016-11-18,644.04,517.06,302.39,528.21,521.02,367.48,233.79
2016-11-21,648.1,520.77,306.17,530.84,532.48,368.62,236.34
2016-11-22,656.09,523.42,308.1,533.41,532.41,369.0,236.95
2016-11-23,656.75,520.37,309.55,537.62,534.79,371.04,234.8
2016-11-25,658.55,524.48,310.51,540.24,532.69,371.95,238.15
2016-11-28,653.06,525.33,308.98,536.26,525.71,366.78,242.86
2016-11-29,654.25,525.46,309.24,536.67,519.64,367.65,243.63
2016-11-30,648.55,516.81,312.56,536.36,544.67,372.54,235.88
2016-12-01,649.11,513.32,312.53,540.54,546.15,378.72,233.75
2016-12-02,645.47,516.93,312.64,540.16,546.74,375.15,235.9
2016-12-05,651.77,517.32,315.13,539.52,550.67,379.51,236.41
2016-12-06,653.82,519.01,315.36,540.88,550.11,383.13,235.82
2016-12-07,665.94,526.68,320.02,550.51,553.78,389.17,238.68
2016-12-08,666.35,524.31,322.23,547.74,556.42,392.74,239.27
2016-12-09,667.72,531.43,322.05,550.37,558.71,393.24,241.75
2016-12-12,662.38,534.06,320.73,548.31,562.73,389.65,244.21
2016-12-13,667.86,536.35,320.01,547.58,569.85,390.47,246.76
2016-12-14,663.51,530.77,316.17,542.24,557.75,388.24,241.72
2016-12-15,661.83,533.35,318.42,542.4,560.03,392.18,243.21
2016-12-16,658.82,536.06,317.14,541.54,563.18,388.73,246.22
2016-12-19,660.19,536.86,316.73,544.75,560.42,389.11,247.14
2016-12-20,665.37,535.23,316.99,548.15,559.24,393.48,247.43
2016-12-21,665.04,535.24,317.28,545.94,560.15,392.53,246.5
2016-12-22,658.33,534.56,315.76,544.64,562.68,391.49,247.34
2016-12-23,656.73,535.33,316.19,545.02,561.56,392.04,247.32
2016-12-27,659.03,535.43,317.66,545.87,562.88,392.51,247.31
2016-12-28,654.89,532.16,314.44,540.48,557.38,388.46,244.89
2016-12-29,653.91,534.27,314.49,540.27,556.03,385.63,248.03
2016-12-30,647.82,531.79,312.16,538.07,554.5,386.53,246.83
2017-01-03,651.81,533.32,314.36,541.64,560.9,390.31,246.09
2017-01-04,660.48,533.68,318.72,544.52,559.3,393.66,246.91
2017-01-05,660.05,535.04,317.88,542.53,557.48,389.66,247.15
2017-01-06,662.91,535.28,317.88,545.48,557.57,391.15,247.96
2017-01-09,662.47,531.6,317.91,541.72,549.33,388.1,244.72
2017-01-10,665.11,528.41,318.12,543.43,544.11,389.6,244.05
2017-01-11,666.58,529.69,320.79,546.47,550.65,391.39,246.42
2017-01-12,666.37,529.36,320.11,544.5,548.0,388.5,246.73
2017-01-13,668.41,529.18,319.43,546.27,546.96,390.63,246.32
2017-01-17,669.89,536.31,318.35,541.99,550.39,381.72,249.17
2017-01-18,668.6,537.75,320.23,544.0,548.53,384.73,248.76
2017-01-19,666.35,535.76,318.24,547.2,544.55,382.42,246.6
2017-01-20,667.96,539.42,321.0,547.0,547.41,384.22,246.97
2017-01-23,668.4,538.78,321.69,543.19,541.29,381.98,245.77
2017-01-24,673.85,542.87,329.84,548.71,546.61,386.62,245.77
2017-01-25,677.79,542.96,332.2,554.4,549.68,392.98,245.72
2017-01-26,679.36,540.72,332.99,555.84,549.61,394.14,245.79
2017-01-27,677.34,537.31,332.04,554.79,544.42,392.44,245.75
2017-01-30,676.79,537.64,328.58,550.56,534.86,389.67,245.85
2017-01-31,674.91,539.51,326.49,545.43,534.34,387.01,249.82
2017-02-01,673.74,536.44,328.35,544.66,530.33,387.15,245.5
2017-02-02,673.23,540.69,326.62,543.21,533.45,385.47,247.85
2017-02-03,672.5,543.55,327.2,547.42,538.04,393.13,248.14
2017-02-06,670.47,541.25,326.35,547.69,533.27,391.76,247.76
2017-02-07,669.55,545.71,323.78,548.6,525.95,390.82,248.25
2017-02-08,673.67,547.9,324.51,547.96,525.58,387.87,250.51
2017-02-09,678.28,550.0,324.39,552.01,530.46,393.19,248.41
2017-02-10,681.97,549.65,327.36,556.14,534.42,394.13,249.94
2017-02-13,682.67,549.92,329.48,561.64,534.57,398.52,250.96
2017-02-14,686.68,550.41,329.78,561.98,535.25,403.46,249.13
2017-02-15,690.14,554.94,329.25,564.63,533.36,406.46,248.17
2017-02-16,687.08,555.33,329.07,564.75,526.07,405.89,250.52
2017-02-17,689.08,559.01,328.18,565.73,523.3,405.77,250.68
2017-02-21,693.21,564.63,329.41,568.44,526.88,407.65,253.39
2017-02-22,693.37,563.91,330.32,566.79,518.55,407.95,254.43
2017-02-23,688.5,565.3,328.43,562.42,521.17,408.33,257.1
2017-02-24,691.43,567.63,329.22,565.07,516.53,405.25,260.67
2017-02-27,691.68,564.51,328.05,566.73,521.01,407.09,259.17
2017-02-28,687.21,565.79,328.13,563.99,519.74,406.38,261.6
2017-03-01,694.13,567.94,334.11,573.26,530.4,417.94,259.02
2017-03-02,693.1,567.84,330.59,567.71,525.9,411.8,260.94
2017-03-03,691.63,565.64,330.17,568.13,523.98,413.42,260.03
2017-03-06,689.23,563.18,327.99,566.32,525.53,410.83,259.55
2017-03-07,686.96,562.56,326.13,564.51,520.78,409.65,259.56
2017-03-08,689.11,560.95,326.36,562.53,507.54,409.6,255.56
2017-03-09,688.89,562.17,325.01,559.94,510.54,410.86,254.95
2017-03-10,689.82,564.66,326.37,563.67,510.15,410.72,257.0
2017-03-13,691.2,563.9,327.35,563.15,510.37,410.94,257.6
2017-03-14,691.34,562.96,324.68,558.0,504.73,410.46,257.37
2017-03-15,694.85,567.19,329.8,564.2,515.23,409.91,261.59
2017-03-16,695.19,567.46,327.72,562.15,512.24,411.2,258.75
2017-03-17,695.82,566.53,329.38,564.64,511.82,406.86,260.24
2017-03-20,694.1,567.19,330.66,563.55,511.18,403.22,258.48
2017-03-21,685.5,566.17,325.14,554.95,507.58,391.65,262.11
2017-03-22,686.33,565.38,326.01,557.04,507.05,390.87,263.11
2017-03-23,687.64,563.96,327.47,556.22,505.24,391.73,262.47
2017-03-24,688.82,562.48,324.4,554.62,502.92,391.36,263.53
2017-03-27,688.96,562.2,325.49,552.66,500.87,389.47,262.32
2017-03-28,694.25,563.76,329.06,558.64,507.32,394.79,262.47
2017-03-29,698.17,564.48,329.02,558.31,513.51,392.65,261.26
2017-03-30,700.06,563.1,328.97,561.28,515.92,397.43,259.48
2017-03-31,700.24,561.79,328.73,559.63,514.01,394.58,260.25
2017-04-03,697.05,560.92,327.44,558.4,513.13,393.43,260.25
2017-04-04,696.06,562.38,328.75,559.47,516.78,392.63,261.11
2017-04-05,694.5,561.48,328.32,557.74,515.04,389.87,262.48
2017-04-06,696.97,561.03,329.93,559.45,519.14,392.05,262.08
2017-04-07,694.52,562.47,329.74,560.03,517.13,390.72,260.69
2017-04-10,696.99,563.96,329.74,561.25,521.12,389.71,261.25
2017-04-11,696.64,564.26,328.99,562.1,520.68,388.68,261.19
2017-04-12,693.85,566.81,324.99,554.68,518.9,385.2,263.11
2017-04-13,689.3,563.79,321.77,550.91,509.4,380.38,262.15
2017-04-17,695.86,567.83,324.17,556.54,510.38,386.48,263.46
2017-04-18,696.15,570.72,323.78,555.03,505.94,383.27,263.89
2017-04-19,696.82,567.44,324.06,555.71,498.72,382.27,262.14
2017-04-20,703.77,566.03,327.48,561.73,500.67,388.2,261.12
2017-04-21,702.34,564.69,327.37,562.08,498.53,384.67,262.52
2017-04-24,706.6,570.14,331.24,569.44,501.23,393.1,263.79
2017-04-25,712.33,572.03,336.51,572.51,505.94,396.36,263.55
2017-04-26,715.89,567.39,336.27,571.69,503.91,396.51,262.53
2017-04-27,719.81,566.56,335.56,571.62,498.31,394.47,263.33
2017-04-28,716.73,566.54,333.17,569.18,498.95,390.76,262.16
2017-05-01,717.23,563.65,332.77,567.3,497.84,392.76,260.45
2017-05-02,718.55,560.55,333.49,570.37,495.37,392.64,261.11
2017-05-03,714.31,561.29,330.17,570.8,496.99,394.99,259.83
2017-05-04,713.53,565.65,330.75,571.06,487.54,395.87,260.9
2017-05-05,717.5,567.04,335.48,574.28,495.45,395.46,262.36
2017-05-08,719.29,566.86,332.47,572.56,498.95,395.05,262.2
2017-05-09,722.76,564.62,330.1,573.68,494.67,393.26,259.91
2017-05-10,720.76,564.89,331.29,571.43,499.94,394.31,260.33
2017-05-11,716.46,565.39,330.41,571.26,498.94,392.22,260.35
2017-05-12,715.16,564.06,329.84,567.56,497.35,390.45,261.68
2017-05-15,715.06,566.26,332.62,570.14,500.45,393.47,262.63
2017-05-16,712.73,565.22,332.6,569.42,498.24,394.13,260.53
2017-05-17,701.27,564.25,325.5,557.71,492.61,382.14,261.17
2017-05-18,705.45,564.62,325.48,558.61,492.05,383.33,262.18
2017-05-19,709.57,567.65,328.42,566.2,498.15,386.54,263.02
2017-05-22,713.44,571.16,328.53,570.15,497.31,387.69,265.39
2017-05-23,710.56,571.57,329.02,571.27,498.13,390.84,266.01
2017-05-24,713.07,574.33,331.28,571.61,495.96,390.68,267.81
2017-05-25,719.7,578.37,330.64,575.15,487.09,391.63,269.69
2017-05-26,721.91,580.26,331.59,575.69,487.49,391.38,269.54
2017-05-30,721.98,580.17,331.18,574.93,481.11,388.36,270.43
2017-05-31,723.76,581.55,332.25,575.95,479.19,385.26,271.69
2017-06-01,730.0,585.77,335.88,579.88,482.37,389.85,273.64
2017-06-02,732.96,587.79,337.11,582.73,476.67,388.41,274.03
2017-06-05,730.52,588.35,335.55,580.19,477.46,388.72,272.72
2017-06-06,724.44,586.78,335.96,576.52,483.2,387.1,272.24
2017-06-07,725.93,586.34,336.31,575.71,476.05,390.28,273.08
2017-06-08,721.22,581.73,337.43,577.49,474.73,394.72,270.68
2017-06-09,718.11,581.46,341.93,579.87,486.49,402.33,270.66
2017-06-12,717.34,581.14,340.13,582.53,489.77,402.99,270.06
2017-06-13,721.66,581.34,344.57,584.55,493.02,404.77,270.5
2017-06-14,721.19,584.83,340.93,583.98,483.99,405.52,272.1
2017-06-15,717.96,583.84,337.87,587.22,480.7,404.01,273.63
2017-06-16,717.76,578.04,339.25,589.36,488.95,403.58,274.95
2017-06-19,723.58,580.91,342.11,592.65,485.6,407.53,273.92
2017-06-20,714.52,578.73,340.18,585.81,479.55,404.23,274.06
2017-06-21,715.28,576.46,336.36,581.9,471.88,401.07,272.3
2017-06-22,713.99,572.66,336.95,580.78,471.28,398.51,271.12
2017-06-23,713.32,572.93,338.12,583.04,474.83,396.69,270.14
2017-06-26,715.34,575.19,339.22,582.89,473.69,398.81,272.24
2017-06-27,710.02,570.08,336.97,578.12,472.88,400.86,268.83
2017-06-28,717.03,572.35,339.69,583.28,475.57,407.19,266.28
2017-06-29,710.09,565.63,335.87,578.5,476.16,409.83,264.1
2017-06-30,714.06,566.83,337.42,582.92,477.91,409.59,263.77
2017-07-03,712.74,566.18,340.48,586.37,487.49,415.07,262.35
2017-07-05,711.01,565.78,339.07,588.08,477.67,416.05,261.3
2017-07-06,703.68,562.7,337.67,582.4,472.4,413.29,260.95
2017-07-07,709.49,562.39,339.41,586.76,471.95,415.6,261.32
2017-07-10,711.06,558.52,341.53,587.84,473.2,414.89,260.9
2017-07-11,709.66,556.86,341.02,587.65,475.69,412.07,260.82
2017-07-12,714.97,559.94,344.92,591.03,477.09,412.54,263.03
2017-07-13,715.53,559.98,344.58,590.75,479.19,415.04,262.1
2017-07-14,717.53,564.15,346.31,593.52,481.78,412.9,263.52
2017-07-17,719.36,564.54,346.89,592.99,481.13,412.36,264.55
2017-07-18,722.36,564.67,345.36,591.47,478.78,411.21,265.28
2017-07-19,726.04,566.4,349.14,592.4,485.46,412.07,266.53
