,AAPL,IBM,ORCL,AMZN,MSFT,GS,MS,JPM,AXP,TRV,MCK,A,PFE,AMGN,CVS,GE,DE,GD,CAT,UTX,EL,UL,NKE,HAS,SNE
0,0.011945532499034527,0.017621633696576256,0.08957128313530667,0.08228611859761426,0.032144896294524654,0.015039483803433184,0.028563151814652958,0.02633522702024889,0.015761389920712132,-0.006209080757770788,-0.003207781462311333,0.06132819871137859,-0.005025161139068528,-0.03720858996680376,0.0,-0.008337468396419637,0.02165317647045148,0.012297502813531105,0.013079624315295295,0.025473282385270486,0.007439649706643252,-0.008728470922844902,-0.007406135069256402,0.0049261180327224525,0.02789878337527023
1,0.0046540378500035265,0.015566341633351955,0.010409983402783532,0.028987536873252187,-0.004778145421163576,0.04546240652673094,0.04843809670322522,0.044032270150503344,0.034249000365893664,0.003224415506681089,-0.020284672268791173,0.05261080980596236,-0.007585345816753144,0.023282226828472682,0.001013000255459091,0.008337468396419674,0.015216226238885898,0.02209964822149717,0.028818228780342174,-0.0027309985112317393,0.009222259975792289,-0.011553786627885825,0.008810629682154906,0.013422958907081067,0.04793315809273075
2,-0.03391636670680844,-0.012417503788924691,0.0025856510850227636,0.007320081486505851,-0.004946961929193484,-0.010389703849135798,-0.0075738813213793235,-0.002567344091365393,-0.0031863163119160206,-0.014825474227787438,-0.006578888950482247,-0.0039737609465563305,0.007585345816753036,0.0012577488183573824,-0.003042084482240141,-0.039601737128546095,-0.010043517077755557,0.0136725329822036,-0.013269944966145718,0.00045565430203801087,0.0045795224415877715,-0.01076108826523452,0.0033277900926745245,-0.012195334443513384,-0.0052588915165859
3,-0.012744449597811125,0.005226094306645221,0.016645710842864717,-0.04051815089610157,0.011889367596856723,-0.034531983542375924,-0.021172004765871808,-0.007742077380968784,-0.014735697751642468,-0.01008569638037857,-0.021123715133820203,0.003058116752751561,-0.002774651764021943,0.015147790307005757,0.0,-0.010471299599858598,-0.012641296722573421,-0.021066082475806963,-0.03445324499113403,-0.015456762640073096,0.005467692844009099,-0.0015466917523619557,0.002793785648155046,0.03496438346308162,-0.03068295848571798
4,-0.04338655470515937,-0.0016854533001049105,0.0603631497270905,-0.027375533300172606,-0.009703863671867501,0.01342302033214077,0.0075640381272097735,0.002845714099125884,0.0026953577501254815,-0.007097238464879266,-0.013859563015953326,-0.024105003095287934,0.011552087427539496,-0.013712279550575362,-0.00815776108021206,-0.010322723921697002,-0.022281845224575977,-0.01470609872789373,0.004081319434572404,0.0050765744781623426,0.002722736682655598,0.0003095743583490295,-0.014224491309935437,-0.004155541993980459,0.0037570488777123423
5,-0.01959017325065888,-0.019057455720484347,-0.0023937174088730874,-0.04342729343201848,0.00826148634283441,-0.008032171697264267,0.009545018777682534,0.011046997662181316,0.016551365560597112,-0.014829236287431505,-0.00886866061745856,-0.007850571047411329,0.023687242089794655,0.012827576340204098,-0.010291686036547636,0.0015552621071696525,-0.021127498976291598,-0.02158945828382729,-0.008179246997704887,-0.012662306693216968,-0.0030256604935744074,-0.00403173748775841,0.00862909290300321,0.009473132386491438,0.018985259028005425
6,-0.00851528324133992,-0.01509619118595175,-0.025486876358913085,-0.0009062075835380977,-0.009717938683019433,-0.020092970086730028,-0.023861744554565443,-0.020651198801121,-0.00930978534754448,-0.015786654890250308,0.029447230061933748,-0.02167064988151195,-0.010047873288771625,0.010740414894027604,-0.008658062743114541,-0.009890788467849281,0.03106633035556055,-0.023872889953137136,-0.006276991971022496,-0.007956949820550684,0.0018165914224639412,-0.002177639786245709,-0.028456481736734242,-0.010068193433212023,-0.028404501974991447
7,0.004739441274253096,-0.01896343947722864,0.007348410511977232,-0.08709380023303107,-0.0020425743599553165,-0.01303023052268253,-0.02106819461878318,-0.027232323581966627,-0.03176593855984952,-0.008357964502330248,0.02371219420175083,-0.020176421631250992,-0.0019723379661193024,-0.02842106088330543,0.0013903373807249428,-0.008669382849493463,-0.011100946559446219,0.002580594980502518,-0.006514641409390105,-0.025382041137741562,-0.003332891940427909,-0.0003113907535604557,-0.013257254003777745,-0.006569029295542494,-0.011208724848981347
8,0.02567254417944028,0.006753888033786165,0.03595360394091674,0.01764751681357814,0.015650253539187045,-0.0007783288193279304,0.026093714293956096,0.014897801472044852,0.04054609314204728,0.016160979358677732,-0.023154286245269905,0.000985696865669303,-0.0027184002901004733,0.013600746760085604,-0.018226932918585532,0.02114677389761035,-0.012637659418452381,-0.004520485638121999,-0.014764872878026173,-0.018158799868060408,0.007558614973926624,0.009302355279136662,0.04643691429275824,0.0047817782452580565,-0.023890084850792942
9,-0.04332108238256956,-0.012275252548497302,-0.02442778597669179,-0.11960685523908092,-0.024451835698263837,-0.014227596822793304,-0.034825873495151725,-0.03657307461954544,-0.029844966153089156,-0.013941769856147732,0.0,-0.05362948624426317,-0.004464293128685493,-0.010183187867442474,-0.006387530589346631,-0.025907454480047137,-0.018541058829998555,-0.025965319873437816,-0.0353928728114946,-0.029050097540215307,0.02145487603899344,-0.003400831834231772,-0.019383866821048416,-0.0005964807811803569,-0.031193769088936035
