,MCK,MCK Volume,A,A Volume,PFE,PFE Volume,AMGN,AMGN Volume,CVS,CVS Volume
0,-0.003207781462311333,-0.09016793806818693,0.06132819871137859,0.025680832067444734,-0.005025161139068528,-0.041725168400138506,-0.03720858996680376,0.1073460734830323,0.0,0.007552256105034485
1,-0.020284672268791173,-0.04394459170145189,0.05261080980596236,0.12091677359079453,-0.007585345816753144,-0.04429048252806215,0.023282226828472682,0.10171273539511971,0.001013000255459091,-0.0023709577667837835
2,-0.006578888950482247,-0.13291459088360774,-0.0039737609465563305,0.05380530492133089,0.007585345816753036,-0.044759536298959623,0.0012577488183573824,0.043571035330406946,-0.003042084482240141,0.005914673102758193
3,-0.021123715133820203,0.05861145349857031,0.003058116752751561,-0.013551872403917127,-0.002774651764021943,-0.051121289648750325,0.015147790307005757,-0.008011975813143658,0.0,-0.008624772689057028
4,-0.013859563015953326,0.012734493574217123,-0.024105003095287934,-0.03296285621088276,0.011552087427539496,-0.0431406049196952,-0.013712279550575362,0.029863834628721227,-0.00815776108021206,-0.014208054653608089
5,-0.00886866061745856,0.21602484786988282,-0.007850571047411329,-0.07801188796693147,0.023687242089794655,-0.04211109395662673,0.012827576340204098,-0.021848678539838857,-0.010291686036547636,-0.01548846934674593
6,0.029447230061933748,-0.04618968901318617,-0.02167064988151195,-0.06888032747584051,-0.010047873288771625,-0.055531974907406134,0.010740414894027604,-0.0034629228619014003,-0.008658062743114541,-0.01672171086697869
7,0.02371219420175083,-0.003853568277625346,-0.020176421631250992,-0.027168532686415406,-0.0019723379661193024,-0.05069699722407322,-0.02842106088330543,-0.021570837831636692,0.0013903373807249428,-0.037471167920512444
8,-0.023154286245269905,0.001534665270536941,0.000985696865669303,-0.046128439408881367,-0.0027184002901004733,-0.04152806801846226,0.013600746760085604,-0.02661082118677854,-0.018226932918585532,0.008980929341588286
9,0.0,-0.03919781452807082,-0.05362948624426317,-0.010295315891431678,-0.004464293128685493,-0.046382605281656185,-0.010183187867442474,0.0010614069754754107,-0.006387530589346631,-0.006138072574489326
10,0.032645828688331414,0.005203795734285546,0.017517198890939056,-0.06837790828416201,-0.0024887767638584993,-0.04987925632757673,0.0019732718210863057,0.013511260743432677,-0.00320913094094835,-0.036699549592279376
11,-0.002702650293732368,-0.0366191599014503,-0.030771622967059473,-0.04154432269648631,-0.000747924760627697,-0.04384249292009191,-0.026697254090612778,0.03618235615804762,-0.0032194626269731325,-0.03650074836360798
