,_AEXD,_AORDD,_ATXD,_BFXD,_FCHID,_FTSED,_GDAXD,_GSPTSED,_HSID,_IBEXD,_ISEQD,_N225D,_OMXH25D,_PSI20D,_SPXD,_SSMID
0,0.006987801621223552,0.0010581433608466582,-0.00815507464182957,-0.00384341795608786,0.00039327813915452015,0.012582780653888265,0.002040108971881144,0.002636116392464336,0.0,0.01662359013296028,-0.0022781694904745924,-0.0040556614454231865,0.014173698369907537,0.015236729315649193,0.0057859370670439265,1.89767793385705e-05
1,0.0,0.0075316955037663825,0.0,0.0,0.0,0.00021040543391837718,0.0,0.0017342476826228634,-0.0076731591364633525,-0.009079036399324433,0.0,-0.012853345976478851,-0.00873772909650581,-0.009311556447331696,-9.335760637892103e-05,0.0
2,0.006301884641624278,0.0038839297644793352,0.008191286777568196,0.0021057144617298447,0.007768711949774816,-0.004633395342501076,-0.006092123566895181,-2.2914468726814725e-05,-0.012143929522794916,-0.005158984274618475,0.003609327427294378,-0.000817640637756891,0.012042946006188575,0.003108404030052486,-0.004528959345133992,0.001456733096204969
3,-0.005216736482119703,-0.008670242700239913,-0.0075363476945321545,-0.016996307279903394,-0.018014296289805654,0.006781491039380325,0.0029229963668039776,0.005668662590361715,-0.009617001857954374,7.002941075171136e-05,-0.0019965418207980186,-0.011118501345180859,-0.003290047173399231,-0.007082992083851795,-0.0014641291048894242,0.0013857346872089911
4,0.0007967315214518215,-0.010049256203290254,0.002298041497821364,0.0010563648675197804,-0.017049541194733866,-0.013627297076941632,-0.0035534434270185753,-0.007294023967023459,-0.002711172131441807,0.0013791919046914761,0.0048054927887298165,-0.023156401503595568,-0.0013344910669913313,0.0021364459929410795,-0.00831852687509076,-0.006001997723837847
5,0.0005232266709600341,-0.001170339224651021,-0.006571286210933483,-0.0018107911660235807,0.00442277044626968,0.0028620641157039626,0.0006056992064991077,-0.0003540935010308768,-0.015833162645170627,-0.010640418077792257,-0.0044370153275615325,-0.012364251321418364,0.0048549357391448,0.0020546699819882492,0.005553366116555093,0.008287676451336766
6,-0.004039688842080482,0.0,-0.010083884762297353,-0.003809196451595059,0.005017561406594829,0.0005378157603871294,-0.006937779827939899,0.0029608323979872227,-0.0020061118110539936,0.005622493560687232,-0.0007837659574910703,-0.021534714152156353,-0.009902625850213329,-0.007104471957230165,0.009691433300169063,-0.007405258954146342
7,0.0005789898853696118,-0.005493007320362194,-0.0005735452582216209,0.002681795263377102,-0.008982381687960618,0.010055953426515073,0.01320510347762483,0.002444880035336727,0.02807346436357815,0.006769993604538341,0.011522936680176534,0.007707382577236425,-0.002288099607825017,0.0,0.00078320221808319,0.005905401498955212
8,-0.003140861148943255,0.006012367951050764,-0.008098553940000969,-0.0031279111039278413,0.006985232001925709,0.0002843684273505958,-0.004232149421787804,0.006460308633973529,-0.011034714120739619,-0.011177662579234672,-0.009274464175143481,0.011283377517227435,-0.02082988042718458,0.002775880856618208,0.001210890711392885,-0.007444807541610569
9,0.002892216799620494,0.008797551831259595,0.0,0.00864557825508614,-0.0017476512244122564,0.002088010980901213,0.0,-0.0014035579783512149,0.0056579246441328624,0.003380109407332854,0.007435862161964285,-0.012517285613079514,0.02362190883286155,0.0,0.005032741947193894,-0.0058845956194210096
