,AAPL,AAPL Volume,ORCL,ORCL Volume,IBM,IBM Volume,AMZN,AMZN Volume,MSFT,MSFT Volume
374,0.017465803345963996,-0.11713786990531215,-0.034373269430727625,-0.0127011299394614,-0.011089771453097547,0.0345496559391943,0.0005508400104972143,-0.042098556337282794,0.00039009169170681635,-0.039071478944002105
375,0.0015721104155363695,-0.1327641679991732,0.026295681084360787,0.005935896986356272,0.013125554517814284,-0.028304307205525223,0.025283391092475994,-0.011652828602730073,0.019695597460023417,-0.014475538121013955
376,0.009385470354116576,-0.07797857948479149,0.009685305734463679,-0.025467718748048183,0.013663873738358248,-0.021804375401865944,0.015978982217729244,-0.028431414181155502,0.02753328794163519,0.04894910888305074
377,-0.007291696695438057,-0.1491728440112031,-0.02192536062896566,-0.17625599444610932,-0.009366373808815756,-0.10890171974013554,0.0018476976009057268,-0.06092532751584108,-0.014237745460390557,-0.055590480910266395
378,0.037953160776606196,-0.09279486131011362,0.031517760320405104,-0.09161643429147098,0.025171866418866182,0.024795403656793596,0.02936422603329633,-0.019565613623073352,0.034127941141991885,0.03917323233423803
379,0.02632374101717117,-0.10400752745256577,0.012648389967159139,-0.003907045530187736,0.001856841704610699,-0.025746719032669563,0.03670595716657214,0.05946214819055126,0.01015977516020686,-0.012617767551651641
380,-0.02531810712960445,-0.1203673048447101,-0.004724418236267511,-0.06633176660912105,-0.00908460703353089,-0.0014830164801978173,-0.000246833731578626,-0.0031032493341868477,-0.008337985590542546,-0.011844844670558276
381,-0.015708561092597707,-0.13658251240414931,-0.005540180375615356,-0.021239395298181318,-0.0169915828383231,0.02172687845962171,-0.05715841383994864,0.01130657768544471,-0.020596498965018244,-0.025144514715893206
382,0.013695575710347246,-0.14951938640430504,0.018868484304382736,-0.08487560230937985,0.0101824229303108,-0.06462438170109522,-0.01581055290579367,0.05096914062059527,0.014754934130174526,-0.03466204863299609
383,0.002516126860412219,-0.12994930831532667,-0.015698909543103642,-0.0971884168497225,0.006223953029673734,-0.008871281973861445,0.042127861223167265,0.009343974911379732,0.0032901145250354875,-0.01535887855654923
384,-0.01468059700726733,-0.12302483853414226,-0.0007914523563116271,-0.05896356886019575,0.011870312776521704,0.03337392017301207,-0.02162246401316577,-0.031834419434634026,-0.004755816536527327,-0.028556933833411624
385,0.013171821641538928,-0.10621221740131868,-0.017572337145883996,-0.08462831056051123,0.0034645605736856443,0.06029101159039877,-0.01970895486859028,-0.035111226283571786,0.009125816207645706,-0.0356923573212374
386,0.05053780540477014,0.08371852634196998,-0.02612393458981453,-0.09151410667124948,-0.04010646295473175,0.19609865326390688,-0.036760895975069756,-0.0058622075575952655,-0.03062401218149452,0.008256699820328173
