,AAPL,IBM,ORCL,AMZN,MSFT,GS,MS,JPM,AXP,TRV,MCK,A,PFE,AMGN,CVS,GE,DE,GD,CAT,UTX,EL,UL,NKE,HAS,SNE
0,1.6642860000000002,121.5,13.98,10.96,33.52,91.07,55.220001,36.349998,31.405764,43.619999,37.470001,20.922747,39.900002,56.400002,14.8,40.950001,21.700001,40.005001,25.825001,32.169998,16.07,18.538889,7.115,16.200001,45.950001
1,1.684286,123.660004,15.29,11.9,34.615002000000004,92.449997,56.82,37.32,31.904684000000003,43.349998,37.349998,22.246064999999998,39.700001,54.34,14.8,40.610001000000004,22.174999,40.5,26.165001,33.0,16.190001000000002,18.377777,7.0625,16.280001000000002,47.25
2,1.692143,125.599998,15.45,12.25,34.450001,96.75,59.639998999999996,39.0,33.016315000000006,43.490002000000004,36.599998,23.447782999999998,39.400002,55.619999,14.815,40.950001,22.514999,41.404999,26.93,32.91,16.34,18.166666,7.125,16.5,49.57
3,1.635714,124.050003,15.49,12.34,34.279999,95.75,59.189999,38.900002,32.911282,42.849998,36.360001000000004,23.354792,39.700001,55.689999,14.77,39.360001000000004,22.290001,41.974998,26.575001,32.924999,16.415001,17.972220999999998,7.14875,16.299999,49.310001
4,1.615,124.699997,15.75,11.85,34.689999,92.5,57.950001,38.599998,32.429867,42.419998,35.599998,23.426323,39.59,56.540001000000004,14.77,38.950001,22.01,41.099998,25.674999,32.419998,16.504998999999998,17.944445,7.16875,16.879998999999998,47.82
5,1.546429,124.489998,16.73,11.53,34.355,93.75,58.389998999999996,38.709998999999996,32.517395,42.119999,35.110001000000004,22.868382999999998,40.049999,55.77,14.65,38.549999,21.525,40.5,25.780001000000002,32.584998999999996,16.549999,17.950001,7.0675,16.809998999999998,48.0
6,1.516429,122.139999,16.690001000000002,11.04,34.639998999999996,93.0,58.950001,39.139998999999996,33.060081,41.5,34.799999,22.689556,41.009997999999996,56.490002000000004,14.5,38.610001000000004,21.075001,39.634997999999996,25.57,32.174999,16.5,17.877777,7.12875,16.969998999999998,48.919998
7,1.503571,120.309998,16.27,11.03,34.305,91.150002,57.560001,38.34,32.753727000000005,40.849998,35.84,22.203148000000002,40.599998,57.099998,14.375,38.23,21.74,38.700001,25.41,31.92,16.530001000000002,17.838888,6.92875,16.799999,47.549999
8,1.510714,118.050003,16.389999,10.11,34.235001000000004,89.970001,56.360001000000004,37.310001,31.729626,40.509997999999996,36.700001,21.759657,40.52,55.5,14.395,37.900002,21.5,38.799999,25.245001000000002,31.120001000000002,16.475,17.833334,6.8375,16.690001000000002,47.02
9,1.55,118.849998,16.99,10.29,34.775002,89.900002,57.849998,37.869999,33.042576000000004,41.169998,35.860001000000004,21.781116,40.41,56.259997999999996,14.135,38.709998999999996,21.23,38.625,24.875,30.559998999999998,16.6,18.0,7.1625,16.77,45.91
10,1.484286,117.400002,16.58,9.13,33.935001,88.629997,55.869999,36.509997999999996,32.070992,40.599998,35.860001000000004,20.643776000000003,40.23,55.689999,14.045,37.720001,20.84,37.634997999999996,24.01,29.684998999999998,16.959999,17.938889,7.025,16.76,44.5
11,1.6057139999999999,119.900002,17.219998999999998,9.74,34.93,89.860001,57.639998999999996,36.849998,32.52615,40.529999,37.049999,21.008582999999998,40.130001,55.799999,14.0,38.75,21.290001,37.849998,24.655001000000002,31.674999,17.459999,18.083334,7.1725,16.860001,45.509997999999996
12,1.5835709999999998,114.25,16.48,10.16,33.049999,89.209999,56.619999,35.91,32.403605999999996,40.450001,36.950001,20.37196,40.099998,54.330002,13.955,38.68,21.5,38.759997999999996,24.49,31.825001,17.190001000000002,18.083334,7.19375,16.450001,44.700001
13,1.558571,110.5,15.94,12.6,32.23,86.980003,55.349998,35.759997999999996,32.587418,39.5,38.939999,19.427753,40.799999,56.060001,13.875,38.299999,21.25,39.375,24.09,32.375,17.0,18.288889,7.25,16.610001,43.560001
14,1.6442860000000001,107.900002,16.75,12.47,31.870001000000002,87.25,55.459998999999996,35.75,31.904684000000003,40.799999,39.25,20.028612,41.799999,58.459998999999996,13.975,37.650002,21.219998999999998,39.575001,24.379998999999998,32.099998,17.0,18.272223,7.27,16.67,44.91
