Date,_AEXD,_AORDD,_ATXD,_BFXD,_FCHID,_FTSED,_GDAXD,_GSPTSED,_HSID,_IBEXD,_ISEQD,_N225D,_OMXH25D,_PSI20D,_SPXD,_SSMID
1995-07-10,291.3710451,1485.144979,1465.56855,2064.627134,2632.186118,5504.221762,3056.48052,3430.203947,1256.723167,4608.919632,2636.528365,186.9555709,1060.562423,5617.053431,557.19,2456.069028
1995-07-11,288.7426064,1504.172134,1468.371045,2071.126777,2639.059523,5499.285601,3058.623495,3440.495819,1249.188697,4652.276574,2643.607761,189.4711593,1051.411968,5625.539584,554.78,2432.550192
1995-07-12,290.5410567,1514.715236,1472.788322,2069.797747,2638.434711,5490.214956,3068.887899,3473.936205,1245.10722,4653.267787,2641.335094,190.3232092,1081.80557,5624.720845,560.89,2457.497772
1995-07-13,294.2666581,1554.496812,1482.415532,2095.350608,2630.741203,5509.349529,3112.231239,3448.102752,1259.119922,4657.652112,2649.713137,189.0903884,1090.295637,5663.623337,561.0,2478.151986
1995-07-14,292.2149545,1546.265599,1474.498308,2087.603769,2636.934979,5465.731591,3074.753757,3453.764069,1257.167227,4645.652667,2634.111932,188.1287016,1080.120088,5635.135538,559.89,2463.139699
1995-07-17,294.3171637,1544.493465,1478.523756,2079.31038,2636.934979,5487.964451,3078.399586,3468.169557,1244.941591,4667.292114,2617.876108,189.1353172,1086.045845,5633.575797,562.72,2474.801061
1995-07-18,294.9717078,1546.72704,1478.17639,2083.865762,2618.655822,5455.661882,3079.712524,3432.431166,1242.985718,4605.162519,2625.150655,187.6619112,1080.718115,5643.243209,558.46,2477.680196
1995-07-19,292.2057878,1529.661107,1467.136148,2075.222643,2627.06575,5442.384529,3104.750196,3376.658263,1217.306649,4604.546094,2623.228733,188.1576535,1053.957844,5592.636204,550.98,2492.321117
1995-07-20,292.2087159,1525.372769,1464.962992,2070.80979,2605.699498,5423.285327,3089.736269,3386.268101,1218.097234,4586.810287,2621.979542,186.7794301,1062.506383,5584.932667,553.54,2450.039066
1995-07-21,293.7997026,1558.868674,1458.644116,2074.289273,2595.331786,5439.203347,3112.731507,3384.834584,1216.184879,4610.048724,2624.829457,187.5110207,1050.993973,5590.349643,553.62,2451.450845
1995-07-24,296.6288514,1565.551444,1462.842547,2074.289273,2633.052745,5472.173657,3100.936009,3406.258607,1200.548051,4657.046414,2642.944178,189.3574526,1073.447206,5593.690737,556.63,2464.465769
1995-07-25,294.465771,1564.157273,1462.613964,2067.145648,2631.608932,5460.314777,3124.758182,3407.768351,1209.576685,4652.987338,2651.917527,183.5671252,1088.377323,5583.790011,561.1,2444.310241
1995-07-26,296.9274282,1572.038671,1480.182733,2090.626476,2646.896866,5506.615654,3158.662067,3388.491422,1208.993538,4693.514336,2681.55357,186.4300341,1093.558741,5562.442212,561.61,2454.079948
1995-07-27,297.546646,1557.212979,1482.521624,2090.812196,2665.815817,5517.389917,3158.904521,3383.132426,1209.864956,4731.062661,2672.031782,188.6868687,1108.288589,5566.45274,565.22,2458.184666
1995-07-28,295.9260217,1563.168375,1479.370463,2091.664311,2654.843619,5548.464331,3157.519251,3372.751884,1221.353767,4715.065389,2677.535204,188.984109,1111.789937,5545.723521,562.93,2466.138666
1995-07-31,295.1107962,1562.273976,1460.433228,2085.936441,2632.65819,5530.661131,3130.484962,3382.227776,1221.656186,4713.114887,2684.283874,188.5954993,1089.840787,5529.219728,562.06,2453.819444
1995-08-01,295.6864264,1568.836333,1473.806215,2093.318715,2633.729634,5540.227879,3154.822144,3354.237587,1212.833503,4749.405913,2671.689522,185.7454298,1101.066364,5561.74823,559.64,2465.25497
1995-08-02,295.6044657,1586.529189,1462.066558,2090.428055,2667.971361,5598.048464,3134.810198,3388.642378,1216.063115,4812.666595,2684.251026,183.4829365,1093.789953,5511.163764,558.8,2465.25497
1995-08-03,294.3706271,1577.342148,1475.881753,2101.155408,2673.199487,5580.603886,3156.48761,3386.369989,1212.163311,4834.278253,2696.919043,187.0634481,1097.062541,5551.85195,558.75,2450.413583
1995-08-04,293.1698886,1599.420634,1458.183209,2096.254183,2675.057982,5590.624338,3130.434017,3396.804756,1209.69923,4810.117224,2709.394619,183.2643678,1095.306225,5540.110943,558.94,2436.718837
1995-08-07,291.0746004,1596.085409,1436.049567,2068.022535,2637.309532,5575.384123,3115.178122,3401.589902,1204.161065,4827.938821,2700.73622,181.8286277,1087.036686,5473.967697,560.03,2399.623083
1995-08-08,290.8872295,1596.979391,1421.21966,2063.770796,2633.880258,5555.413197,3108.504016,3401.589902,1202.276966,4799.544035,2700.73622,184.052902,1087.94268,5443.959645,560.39,2398.113931
1995-08-09,291.2497622,1592.046579,1425.619019,2060.648982,2621.319612,5545.730732,3090.834639,3401.184406,1201.841256,4786.423641,2696.701873,183.3293295,1086.48986,5437.937084,559.71,2390.45982
1995-08-10,287.8027356,1582.303766,1411.864473,2031.438393,2604.3477,5528.560064,3056.588813,3390.115467,1180.765579,4765.862483,2677.702127,180.4249353,1081.045653,5385.449625,557.45,2383.16335
1995-08-11,285.6253889,1578.689694,1412.52918,2009.968667,2584.794641,5446.049945,3030.219992,3373.823456,1163.686008,4771.806819,2646.787485,178.736562,1074.381046,5338.008443,555.11,2357.943227
1995-08-14,284.8311462,1572.032955,1399.841605,2003.156761,2559.108987,5407.605123,3007.277563,3379.517748,1152.782988,4745.073681,2641.87132,180.732906,1058.633711,5341.429484,559.74,2350.104646
1995-08-15,280.1902223,1569.882976,1364.609068,1942.807769,2559.108987,5341.811259,2940.225848,3381.88043,1153.617877,4670.301942,2602.173947,179.5545267,1051.226908,5205.498566,558.57,2300.534852
1995-08-16,279.1048392,1554.255703,1364.609068,1942.807769,2559.108987,5342.430003,2973.152071,3393.505081,1160.484314,4670.301942,2589.156803,185.1983682,1050.785301,5205.498566,559.97,2340.429071
1995-08-17,277.4468342,1545.640875,1355.622018,1938.372681,2547.868677,5362.484703,2997.533597,3397.18375,1148.830749,4638.410886,2590.106067,186.8214102,1044.22856,5204.784221,559.04,2355.828221
1995-08-18,279.9308588,1546.042954,1360.74094,1958.936318,2562.176619,5401.354263,2999.080666,3400.750755,1148.662961,4664.290348,2600.707068,185.1386037,1054.641821,5196.985785,559.21,2364.566285
1995-08-21,281.292868,1553.762252,1372.08164,1969.149692,2581.011309,5442.887931,3002.043483,3393.446097,1149.487343,4665.233123,2611.802333,183.9337176,1063.784718,5196.163832,558.11,2353.607827
