Date,_AEXD,_AORDD,_ATXD,_BFXD,_FCHID,_FTSED,_GDAXD,_GSPTSED,_HSID,_IBEXD,_ISEQD,_N225D,_OMXH25D,_PSI20D,_SPXD,_SSMID
1996-06-27,326.0943452,1767.841653,1403.088156,2228.444468,2691.927383,5697.382685,3288.005758,3676.582643,1421.236195,5502.567135,3174.527201,206.3420449,916.8408041,6011.245885,668.55,2970.956354
1996-06-28,328.4466589,1766.267607,1402.010537,2245.608982,2708.117964,5760.633344,3287.814667,3700.711519,1423.704999,5540.699408,3206.866654,205.3855971,924.1125224,6022.108036,670.63,2976.556814
1996-07-01,327.6945582,1767.795354,1380.225448,2260.912469,2697.086928,5804.923808,3291.165006,3723.304399,1421.377584,5554.3922,3205.099485,204.7925217,927.9932068,6005.61076,675.88,2982.321414
1996-07-02,326.9725307,1764.664477,1377.324514,2268.313091,2685.11338,5805.984105,3296.346296,3723.304399,1431.908074,5519.281953,3204.68131,202.5926933,932.613134,6005.741852,673.61,2999.680102
1996-07-03,328.2425308,1750.411023,1387.698016,2274.000864,2693.366959,5807.818765,3307.721842,3730.267755,1429.256104,5495.57246,3191.620488,202.984127,933.4414147,6033.971668,672.4,3001.278159
1996-07-04,329.7949619,1744.005407,1393.166194,2268.153381,2709.713456,5859.457931,3309.221091,3743.295628,1444.564995,5522.837645,3177.328522,201.9833288,932.1809709,6026.323143,657.44,3006.936693
1996-07-05,325.5270821,1772.868155,1387.15292,2240.617674,2660.577818,5828.713796,3307.499671,3702.223035,1443.883168,5417.015746,3170.475573,200.7077729,925.1652455,5958.743518,657.44,2957.279861
1996-07-08,323.2002332,1738.08178,1377.206494,2221.793501,2635.566772,5812.490291,3269.808351,3675.861565,1406.776815,5420.80908,3150.267183,197.8960195,928.7574386,5936.571972,652.54,2958.079087
1996-07-09,325.4383914,1743.270071,1388.725768,2219.041133,2639.807545,5812.112763,3284.086974,3713.723628,1412.092972,5459.730549,3126.408808,198.548913,940.0189556,5956.265863,654.75,2985.993432
1996-07-10,323.8072993,1756.243597,1390.998003,2201.752255,2644.111267,5844.792798,3290.384917,3729.280813,1409.665767,5415.329428,3140.518285,197.3620299,929.4776763,5969.213392,656.06,2998.733376
1996-07-11,321.6510539,1738.358433,1391.454904,2191.166506,2643.022884,5828.669154,3311.846416,3689.534302,1411.179502,5400.285809,3132.31794,198.5723356,936.7466914,5922.77076,645.67,3032.232392
1996-07-12,320.2072236,1720.03186,1357.849958,2196.639267,2611.031013,5782.102978,3268.40068,3682.309692,1395.751799,5346.088851,3121.346721,195.3323712,927.2732593,5906.881792,646.19,3006.03462
1996-07-15,315.9917961,1706.349917,1350.988918,2183.419513,2584.741852,5738.246703,3291.588974,3614.910855,1395.451851,5273.344292,3078.308434,197.3455502,933.6477942,5887.603636,629.8,3005.522129
1996-07-16,315.762104,1658.586735,1352.934322,2191.455212,2586.272317,5659.551262,3250.228351,3592.982694,1373.659041,5275.45543,3037.048911,195.8132089,929.8697493,5965.486699,628.37,3018.29977
1996-07-17,316.3166107,1648.136578,1364.184692,2200.192609,2602.319289,5653.222068,3289.606602,3597.96067,1371.038976,5299.364173,3050.137652,197.1721915,939.8685,6030.820255,634.07,3018.409973
1996-07-18,317.5193426,1675.970665,1353.481998,2214.84871,2614.00883,5706.736557,3286.670419,3668.894189,1384.323128,5334.407571,3043.867371,199.0438394,936.3868199,6020.795572,643.56,2992.373924
1996-07-19,319.7904192,1707.09716,1346.46098,2219.904565,2592.643372,5730.501931,3313.878588,3662.105802,1401.599912,5371.909914,3088.08959,199.2420447,940.398756,6043.569829,638.73,3014.324525
1996-07-22,315.6876877,1698.413714,1332.659935,2206.2944,2562.048587,5710.983556,3269.022486,3630.553673,1395.994906,5290.060623,3080.29542,195.5828678,938.0718833,6055.047071,633.77,2955.739826
1996-07-23,314.1464873,1689.205219,1343.370175,2197.592215,2578.085941,5756.597175,3247.99809,3586.546449,1404.674768,5309.779258,3071.705241,196.3237477,932.3937996,6045.065306,626.87,2956.378329
1996-07-24,306.5152421,1671.199067,1328.403745,2170.108032,2537.726339,5697.779158,3213.074278,3559.649745,1383.577992,5248.081302,3044.82018,190.3228782,907.49994,6024.631369,626.65,2867.281492
1996-07-25,315.0860513,1664.384718,1342.815027,2201.891721,2582.33375,5738.51425,3262.142872,3566.114115,1384.496024,5314.070463,3080.497047,192.9932539,927.9865952,6044.967404,631.17,2933.653923
1996-07-26,312.9390573,1684.615989,1348.483039,2205.023404,2557.711079,5710.976368,3261.485944,3588.361798,1384.314941,5223.279225,3092.100658,195.0590951,927.3765835,6044.802523,635.9,2926.220017
1996-07-29,316.247745,1680.8592,1356.028221,2226.003662,2562.28916,5729.32565,3272.452784,3566.615676,1376.077073,5194.672156,3101.878587,193.856324,935.2937448,6058.305703,630.91,2943.200663
1996-07-30,316.8251294,1662.220142,1347.478369,2226.849859,2571.944617,5709.727626,3254.833824,3567.066885,1368.83693,5186.653109,3105.349805,193.4615028,928.850035,6027.10596,635.26,2926.468142
1996-07-31,324.2328875,1684.279645,1366.663563,2255.405803,2620.008038,5762.838469,3287.429376,3585.618608,1381.096509,5271.981414,3122.187228,193.752809,940.3319232,6031.495155,639.95,2918.32295
1996-08-01,326.6420709,1694.663341,1375.180579,2272.931907,2635.234808,5795.158132,3307.395907,3606.619238,1394.981176,5354.011249,3129.668666,196.0097142,948.9536428,6016.218398,650.02,3002.332251
1996-08-02,331.9363203,1707.856557,1366.442093,2287.706587,2643.437469,5816.13466,3322.38132,3648.232325,1416.919796,5444.292099,3146.830732,196.1078854,956.8304506,6012.758541,662.49,3002.332251
1996-08-05,330.5016521,1726.464446,1359.528052,2306.130606,2619.650877,5854.27291,3329.850967,3658.530401,1431.171603,5456.126409,3144.270527,197.8550643,956.9045445,5999.783587,660.23,3016.902581
1996-08-06,329.1018324,1723.846219,1355.073221,2291.549257,2595.707211,5829.204339,3325.596562,3658.530401,1438.764647,5413.749492,3144.270527,194.2770182,957.4085189,6005.166479,662.38,3006.129887
1996-08-07,331.7985612,1727.279795,1351.929611,2304.355836,2586.138254,5878.605738,3333.072776,3666.921732,1438.590821,5368.301395,3183.861173,189.6249653,963.8173283,6032.86331,664.16,3026.942231
1996-08-08,330.4504505,1736.140429,1363.920725,2306.469058,2590.394684,5905.484816,3345.14132,3678.200919,1443.212131,5379.748043,3207.350657,191.548554,989.2547019,6024.411532,662.59,3019.33876
1996-08-09,331.0319899,1731.374454,1375.289427,2315.819855,2580.073326,5908.978136,3346.695315,3683.408759,1435.125948,5327.458189,3196.246891,189.9528607,994.9463774,6071.522025,662.1,3030.696282
1996-08-12,331.1466506,1726.296959,1380.823099,2312.056587,2565.176354,5897.503489,3346.207007,3692.693744,1445.343553,5314.183585,3194.210888,191.9795634,1000.313091,6084.433961,665.77,3011.971153
1996-08-13,331.4506396,1737.12906,1380.716949,2312.918117,2568.288405,5921.325538,3363.802279,3674.119505,1443.809427,5333.111379,3216.376323,193.8585896,1004.356402,6097.171497,660.2,3027.18479
1996-08-14,329.3077615,1736.135057,1359.829035,2295.279747,2555.057065,5932.930607,3334.60464,3674.541339,1443.895601,5309.277423,3210.905735,194.1256477,993.8872139,6075.470112,662.05,3020.352445
1996-08-15,332.8334033,1743.969063,1360.161664,2296.004863,2559.41136,5952.225686,3354.566078,3691.92184,1442.734918,5344.876545,3219.519852,194.5102041,1000.070188,6073.901033,662.28,3028.236857
1996-08-16,332.7880597,1748.043206,1360.161664,2296.004863,2559.41136,5994.273178,3337.234104,3704.994321,1445.047841,5344.876545,3221.56661,193.4627171,997.216456,6073.901033,665.21,3035.478002
1996-08-19,336.0999581,1789.727762,1358.23466,2305.304318,2559.41136,5969.87021,3368.496566,3729.463489,1449.896561,5300.809055,3217.306541,195.7922078,999.1963427,6081.87813,666.58,3036.963285
1996-08-20,338.754491,1778.74623,1351.418402,2315.10502,2605.736016,6011.145511,3364.080158,3749.919991,1462.602625,5318.626407,3199.874095,195.0965001,1005.366478,6082.915478,665.69,3064.975966
1996-08-21,336.3472406,1808.401234,1352.318525,2315.972287,2586.389067,6001.395071,3355.900846,3760.337748,1478.539108,5298.085409,3190.572586,196.1733518,1010.103504,6106.351553,665.07,3072.393661
1996-08-22,337.8281409,1800.095046,1344.854189,2323.811849,2603.134618,6032.713333,3352.255915,3785.317823,1484.103665,5353.027744,3187.502912,197.3505774,1002.582147,6099.931745,670.68,3075.202915
1996-08-23,336.4110871,1813.715947,1360.789502,2330.130178,2614.79625,6080.76564,3379.629666,3789.404553,1477.478125,5389.436536,3220.410264,196.3992969,1010.405209,6137.984528,667.03,3124.025073
1996-08-26,335.2561784,1805.173311,1359.064293,2328.805084,2622.192715,6069.463869,3374.557192,3785.083704,1466.395137,5374.613606,3217.201122,193.9242269,1016.468229,6175.54767,663.88,3112.097939
1996-08-27,337.9424712,1781.619153,1369.590809,2320.438484,2614.486799,6069.463869,3384.72625,3781.799503,1466.395137,5422.719989,3224.490999,194.2433813,1012.586258,6230.437938,666.4,3120.462654
1996-08-28,340.308064,1807.978233,1371.527111,2312.215149,2598.272076,6108.651598,3395.262463,3796.755383,1471.683716,5440.257457,3260.057765,191.014573,1018.676988,6252.452398,664.81,3097.559014
1996-08-29,336.6154773,1804.528541,1370.723738,2288.171711,2553.884178,6051.401869,3390.697058,3777.588425,1465.068182,5372.497716,3263.538861,189.6926627,1025.24315,6222.291863,657.4,3084.25469
1996-08-30,331.9816834,1790.748836,1373.955584,2268.12391,2552.345589,6040.293769,3360.553343,3759.817398,1443.036338,5351.405013,3253.159548,185.1533235,1025.452289,6217.384062,651.99,3035.547786
1996-09-02,334.3857324,1781.417509,1365.301722,2274.950469,2560.596051,6058.961005,3333.927246,3761.052781,1436.260132,5362.159882,3228.329036,184.299725,1018.525354,6234.612762,654.72,3022.911497
1996-09-03,331.2571394,1777.478698,1347.133765,2266.690401,2545.616878,6038.997494,3306.3825,3761.052781,1416.903766,5315.643054,3222.726259,184.9144008,994.105435,6224.780283,654.72,2997.435815
1996-09-04,333.1890332,1787.353593,1358.466053,2281.402776,2561.32948,6068.160451,3346.570364,3770.826639,1432.432432,5260.869586,3230.010475,185.7133664,996.0352402,6273.9981,655.61,3015.433123
1996-09-05,332.1801802,1793.294963,1360.701271,2287.254923,2574.3459,6085.159674,3328.411073,3741.16833,1427.620094,5237.092214,3257.990822,186.6282051,987.7353859,6300.324676,649.44,3003.809607
1996-09-06,331.1333174,1786.883936,1339.564025,2279.125561,2579.501365,6069.535391,3296.828362,3751.110715,1425.969943,5234.574753,3254.93037,184.5467033,984.9522682,6259.84771,655.68,2984.983999
1996-09-09,335.2074008,1797.332907,1347.538762,2285.626394,2600.529684,6088.743578,3325.693906,3757.242794,1450.098884,5261.079805,3258.095004,184.9519363,997.1744745,6266.801539,663.76,3015.797577
1996-09-10,332.5408091,1803.85391,1342.747104,2278.685175,2600.044466,6093.200716,3331.35096,3756.199445,1451.483944,5237.117076,3275.02718,187.382428,987.7508182,6235.873152,663.81,2996.107056
1996-09-11,332.5661203,1792.16531,1340.711464,2276.419508,2596.891587,6068.3656,3323.111434,3763.975346,1453.176985,5225.800423,3257.981692,186.6188878,979.0522495,6198.210417,667.28,2976.697063
1996-09-12,332.8423285,1783.430428,1308.700052,2268.362517,2620.99821,6116.970135,3324.367915,3785.075751,1455.118034,5246.098515,3249.881758,185.617396,983.0715179,6158.954444,671.15,2980.037178
1996-09-13,333.9922115,1779.770842,1308.488837,2275.812355,2646.94662,6169.95786,3353.537944,3828.881262,1470.363808,5315.114254,3248.335503,188.8429827,990.1614555,6191.376588,680.54,2988.742361
1996-09-16,335.6986706,1788.909048,1325.490817,2284.733564,2661.837907,6195.015576,3406.11803,3843.132316,1496.010398,5363.094637,3253.831413,193.293424,1004.098055,6206.45508,683.98,3000.967352
1996-09-17,332.4123711,1781.852434,1327.894509,2272.062583,2651.942391,6175.839552,3394.134906,3843.92237,1502.85783,5318.569321,3265.189556,193.293424,1005.702781,6173.303799,682.94,2966.953445
1996-09-18,332.6402835,1761.447001,1335.010603,2276.693519,2643.892567,6172.101732,3403.196044,3844.373952,1499.288762,5330.285133,3294.003001,193.8501008,999.926717,6200.543617,681.47,2973.010071
1996-09-19,332.1413844,1775.942543,1349.999443,2265.231582,2649.697392,6172.231713,3392.121524,3850.554518,1498.441668,5332.660196,3268.523774,194.8889498,992.3544069,6193.745166,683.0,2973.762495
1996-09-20,333.1566549,1773.205666,1342.491287,2282.126536,2658.422029,6165.007932,3414.025964,3867.937235,1499.120681,5346.293142,3282.123925,191.9639935,997.0703332,6190.797141,687.02,2982.885202
1996-09-23,331.4665093,1757.642721,1340.083512,2267.84324,2648.285587,6097.853143,3397.502905,3866.400819,1502.922488,5354.955629,3268.823518,193.9005403,993.8238421,6185.556453,686.48,2942.533387
1996-09-24,332.0595855,1753.362993,1328.706224,2263.249144,2666.226314,6118.760757,3435.20148,3877.421861,1493.268697,5403.423174,3260.471489,193.9005403,988.9720004,6179.526114,685.61,2988.002938
1996-09-25,336.4445755,1780.869565,1345.365241,2285.707313,2695.449027,6143.771464,3431.536321,3895.893573,1500.653105,5462.730366,3302.379709,193.4290632,1000.2508,6198.042984,685.83,2980.814188
1996-09-26,334.5257611,1801.42607,1339.841416,2282.684905,2681.767533,6140.827479,3422.574148,3878.213262,1504.732911,5475.496107,3310.294149,193.9575237,1000.027551,6148.546219,685.86,2951.336258
1996-09-27,334.2606663,1803.744963,1345.008539,2278.786429,2680.892633,6168.177399,3412.934902,3890.678752,1520.422068,5443.762828,3348.095336,194.4499594,1006.678095,6131.197827,686.19,2944.32505
1996-09-30,336.9109489,1812.168447,1350.39731,2272.622043,2707.628633,6187.323944,3404.376752,3885.920828,1539.130037,5458.032813,3348.347309,193.5739943,1003.735501,6117.296035,687.31,2979.585247
1996-10-01,336.8934307,1808.577985,1349.866275,2283.523145,2693.616598,6242.689601,3402.880245,3921.670199,1541.800336,5488.433736,3350.623358,192.5969131,1010.455172,6149.955058,689.08,2975.479659
1996-10-02,339.4644732,1838.443288,1368.197923,2295.912198,2716.98899,6284.395211,3416.065645,3964.118452,1545.670921,5514.790351,3372.60491,192.2092088,1013.223798,6162.964575,694.01,2990.694345
1996-10-03,338.704793,1831.118257,1374.788719,2344.852796,2707.338912,6261.740764,3426.060532,3955.598706,1553.799545,5485.696654,3390.725693,191.4512655,1015.495001,6185.979456,692.78,3006.217201
1996-10-04,340.5111189,1826.968597,1376.310958,2296.865058,2725.481584,6300.563557,3426.060532,3999.490436,1539.72996,5513.41793,3399.987693,189.1084682,1027.166229,6181.159327,701.46,3023.459245
1996-10-07,341.9839329,1842.362205,1371.660231,2274.69429,2727.987404,6301.187871,3452.582754,4021.818182,1569.185551,5523.247086,3400.464857,190.4851922,1018.448527,6199.421649,703.34,3039.046936
1996-10-08,343.6679694,1842.803841,1370.703915,2280.647351,2748.090501,6303.655264,3439.952177,4016.356383,1565.804423,5538.077212,3401.109378,188.4326019,1027.771218,6196.747934,700.64,3043.523396
1996-10-09,342.6639464,1826.640079,1383.013824,2267.117752,2725.538472,6274.334898,3460.488926,4018.725438,1584.402431,5510.968104,3374.69972,187.0981623,1014.875052,6223.005094,696.74,3040.239441
1996-10-10,340.541958,1834.438655,1371.644807,2259.04707,2708.063759,6256.382146,3431.342456,4021.939378,1583.354889,5489.096756,3352.911372,188.0218795,993.5265477,6209.972143,694.61,3041.977089
1996-10-11,341.9520149,1846.251086,1381.177499,2268.128144,2717.747833,6346.463053,3432.933448,4039.34926,1580.033674,5481.268725,3338.232603,188.0218795,1003.04082,6196.795404,700.66,3035.660152
1996-10-14,342.947822,1870.587304,1381.790729,2269.957125,2713.317658,6383.278015,3445.893476,4046.21639,1594.517057,5510.98051,3328.675363,188.366177,1003.69013,6197.480665,703.54,3046.086262
1996-10-15,342.6745329,1869.331411,1381.76769,2272.938448,2731.250012,6431.883138,3465.184652,4046.21639,1615.455277,5557.361604,3348.586535,190.9632864,1016.425,6165.532771,702.57,3014.353312
1996-10-16,342.1089224,1871.636594,1365.77593,2280.757716,2721.56906,6371.754117,3449.767848,4046.511628,1603.233342,5529.641042,3342.198565,190.6209354,1017.153305,6183.669396,704.41,2990.295858
1996-10-17,340.457222,1867.50238,1381.735459,2280.929705,2721.524117,6413.995716,3443.665519,4051.924426,1608.442591,5532.040125,3351.901022,190.9420677,1018.161141,6143.788144,706.99,2990.303508
1996-10-18,343.3845621,1872.763419,1386.814929,2292.697272,2751.280067,6438.602224,3469.444896,4072.212411,1617.888597,5615.95421,3370.807133,192.2802491,1025.274309,6160.482004,710.82,2994.724409
1996-10-21,343.8163775,1882.577631,1394.255393,2321.545945,2754.488772,6483.763292,3477.664025,4099.00468,1609.505975,5667.56403,3389.311039,189.0239574,1028.234912,6212.297696,709.85,2997.942387
1996-10-22,344.5309323,1868.974907,1387.501165,2327.169397,2751.314198,6485.294118,3485.2947,4113.747361,1609.505975,5672.983427,3410.152258,188.0336479,1032.569942,6171.122641,706.57,3010.606061
1996-10-23,341.6686183,1862.755755,1389.494666,2328.484246,2739.136853,6428.981647,3468.091014,4150.487681,1615.675168,5686.419867,3394.138549,186.7333924,1022.944103,6213.572279,707.27,2983.579035
1996-10-24,343.0011723,1882.800206,1382.006592,2331.295981,2745.856549,6374.561524,3452.549628,4130.217624,1613.139295,5720.118975,3375.20556,186.1352357,1028.98566,6219.288648,702.29,2991.39313
1996-10-25,345.9234511,1844.84097,1375.052102,2329.124043,2763.684423,6451.323015,3439.868269,4126.230335,1602.16241,5722.208061,3385.326988,182.8924162,1030.178574,6234.414534,700.92,2981.91194
1996-10-28,347.0912827,1847.475146,1386.707982,2338.333404,2750.172173,6489.279381,3480.932086,4130.427594,1585.980316,5702.236056,3397.632397,182.8844133,1005.150114,6236.17309,697.26,2985.009518
1996-10-29,343.8238771,1837.67107,1377.118871,2338.157176,2730.625738,6424.54955,3463.010861,4140.992708,1576.849483,5690.702198,3397.632397,183.3604549,1015.115009,6230.515961,701.5,2971.33758
1996-10-30,340.8682812,1849.532769,1373.827315,2333.810354,2733.381438,6476.960621,3466.415572,4170.379009,1604.415359,5634.826733,3412.848078,181.211776,1012.564269,6315.395423,700.9,2967.322946
1996-10-31,340.023571,1859.776608,1377.669539,2320.875984,2747.177691,6473.239141,3426.019977,4186.033495,1613.69833,5613.64101,3421.769238,179.5342105,1012.433892,6251.528983,705.27,2937.933754
1996-11-01,342.2490433,1845.534632,1381.386836,2330.094556,2743.913732,6461.299296,3466.072814,4192.958455,1620.342683,5628.308751,3465.774625,182.0621195,1009.358169,6259.312169,703.77,2944.129314
1996-11-04,342.3758761,1857.030327,1381.386836,2330.094556,2743.913732,6459.628515,3460.731218,4198.547754,1624.340455,5628.308751,3464.349407,180.2862896,1008.160018,6259.312169,706.73,2961.453397
1996-11-05,344.0152627,1857.187874,1385.040486,2332.473375,2793.590208,6454.485761,3463.420003,4257.399624,1616.944531,5692.223312,3456.76249,180.2862896,1010.682948,6284.386643,714.14,2964.285714
1996-11-06,346.1940561,1868.154558,1385.246312,2351.433141,2830.718679,6456.200787,3516.358025,4319.02644,1652.182347,5763.946937,3465.56787,184.1359649,1013.079454,6349.119135,724.59,2988.954093
1996-11-07,347.0518868,1838.674058,1386.028978,2365.538228,2846.203664,6423.583498,3509.654149,4318.132571,1646.983485,5806.446039,3471.837201,185.2082033,1012.919534,6376.974581,727.65,2991.758242
1996-11-08,351.0691228,1859.482091,1389.926409,2371.613932,2841.04169,6441.77236,3562.926798,4326.63411,1649.039793,5815.079207,3489.092662,189.7520809,1020.969398,6388.954819,730.82,3012.724255
1996-11-11,353.6693716,1856.479373,1393.680069,2388.870579,2879.789979,6460.47186,3573.142026,4350.944736,1651.716832,5806.254051,3484.323763,189.6219282,1025.262154,6395.921121,731.87,3052.312679
1996-11-12,354.9055707,1845.711585,1397.389919,2388.870579,2879.789979,6478.346781,3547.479913,4357.297366,1656.165509,5865.652351,3478.043858,190.2772544,1031.843093,6414.356782,729.56,3019.394513
1996-11-13,356.5413089,1850.283586,1397.05657,2387.604705,2858.172812,6516.59459,3600.874536,4348.387672,1673.934717,5868.145532,3477.10113,187.8191585,1032.428302,6449.775533,731.13,3012.362205
1996-11-14,357.0897285,1867.588933,1404.378936,2405.110856,2852.441938,6533.699617,3597.879881,4356.968713,1681.923384,5881.64718,3476.655174,188.6188341,1063.45911,6454.285988,735.88,3023.441709
1996-11-15,359.7943627,1886.895353,1408.471931,2425.687752,2881.773137,6581.642833,3624.865439,4385.924617,1666.95555,5880.019557,3492.020182,188.589836,1075.577643,6513.574992,737.62,3048.330257
1996-11-18,362.278045,1890.404441,1412.32605,2440.166286,2879.660403,6617.838817,3600.613723,4374.443128,1686.859778,5902.082498,3493.316546,186.5482598,1078.088961,6550.488472,737.02,3070.114489
1996-11-19,361.2042909,1879.717169,1405.328676,2429.385764,2886.904157,6665.717326,3591.132151,4401.54267,1688.639766,5922.729332,3489.416172,187.7795699,1065.356884,6512.345587,742.16,3063.833215
1996-11-20,361.4958284,1915.999119,1411.121541,2432.100942,2893.270936,6659.048899,3628.033921,4452.645794,1702.838694,5961.771152,3485.235288,190.0278002,1076.607942,6567.681593,743.95,3067.377567
1996-11-21,361.7676798,1941.333982,1416.45773,2433.649098,2883.25483,6677.588245,3622.061415,4421.839692,1694.205846,5955.272136,3485.079253,190.0521348,1077.945277,6558.67269,742.75,3050.639912
1996-11-22,364.5069588,1940.089296,1425.616303,2424.826839,2901.077169,6746.180964,3587.276093,4415.280012,1696.320698,5970.110714,3491.887792,190.4326362,1083.285557,6514.959324,748.73,3056.119638
1996-11-25,365.190133,1939.656326,1413.985462,2409.4658,2899.273792,6762.17495,3594.943583,4433.494861,1712.175933,5964.903753,3474.21319,189.0244119,1076.974918,6469.011859,757.03,3021.506211
1996-11-26,366.7251462,1930.777336,1414.115386,2415.384969,2885.449956,6797.660652,3607.516627,4451.732176,1744.04436,5958.169127,3490.617516,190.384,1070.71079,6448.436138,755.96,3006.822763
1996-11-27,360.5830904,1925.856657,1413.947427,2394.256306,2877.090854,6792.819997,3583.698123,4444.254046,1749.886841,5906.011072,3507.730694,188.5627208,1056.288618,6482.548835,755.0,2979.697792
1996-11-28,363.9825073,1932.696202,1417.131735,2405.064838,2901.848378,6805.914972,3597.422292,4469.847679,1721.409609,5970.910277,3514.905333,185.0413441,1061.48806,6393.065046,757.02,2999.768381
1996-11-29,365.8318841,1949.082089,1422.247413,2402.36885,2907.960795,6823.608542,3617.389263,4452.504921,1732.156534,5985.792197,3527.324417,184.6324111,1068.491941,6383.065404,757.02,2993.1738
1996-12-02,361.9388344,1947.497428,1426.89842,2391.684635,2904.295588,6783.974467,3595.688362,4431.6699,1748.266891,5993.453553,3525.315919,180.4862505,1079.584234,6349.576105,756.56,2931.517215
1996-12-03,362.3974943,1898.157828,1412.571491,2370.828551,2915.639004,6676.804208,3628.818826,4401.192769,1740.316318,6021.515289,3466.778026,182.1686534,1084.66266,6349.576105,748.28,2974.232664
1996-12-04,359.8665069,1896.104695,1417.542303,2373.101105,2868.406217,6646.7302,3593.528998,4367.26016,1737.255942,5975.641317,3459.305824,182.6208786,1082.184025,6332.800602,745.1,2962.127026
1996-12-05,360.9649627,1902.834331,1425.123273,2383.98724,2867.896295,6622.85434,3670.378615,4306.487283,1744.859109,6011.268083,3467.947208,186.4165554,1093.647956,6403.488086,744.38,2980.807312
1996-12-06,355.1930836,1843.891705,1401.959293,2368.82652,2813.583402,6526.679842,3532.082229,4274.617496,1694.584938,5973.426161,3441.010324,179.6624136,1079.135325,6349.0453,739.6,2916.730038
1996-12-09,357.1265026,1877.698419,1408.545093,2368.721993,2813.182708,6605.631648,3586.826514,4359.713611,1699.534549,5973.426161,3471.496629,181.6104011,1079.135325,6393.139974,749.81,2917.168675
1996-12-10,356.8405963,1892.922978,1418.627442,2368.965222,2810.316887,6671.68127,3640.422695,4359.890926,1725.397646,6044.501993,3501.370219,183.6002116,1101.777299,6444.383932,747.54,2929.723948
1996-12-11,353.537927,1864.764464,1423.72074,2377.145461,2787.3985,6583.732848,3613.350775,4249.05556,1705.338505,5995.381278,3484.799353,182.1340654,1081.733441,6484.291795,740.73,2945.857274
1996-12-12,353.3140711,1854.323611,1421.124845,2361.79833,2779.414839,6612.593206,3613.500761,4213.236987,1687.432106,5971.548214,3475.684228,181.1860362,1082.454822,6494.586577,729.33,2944.317315
1996-12-13,349.6944893,1834.415584,1401.747461,2338.840823,2771.243692,6577.910084,3523.65303,4188.535706,1651.820503,5948.191049,3442.432515,178.5899912,1063.178889,6435.664366,728.64,2900.211512
1996-12-16,353.6651168,1851.267829,1415.787573,2344.263371,2783.068464,6655.224129,3614.001783,4179.375256,1672.375905,6045.112101,3453.47801,179.407889,1067.615074,6500.71387,720.98,2933.43442
1996-12-17,353.4017528,1844.083453,1424.76545,2341.170286,2756.653009,6647.068816,3553.120491,4188.206102,1656.31427,6049.699356,3451.570219,179.3017128,1061.1657,6457.675293,726.04,2905.304384
1996-12-18,354.5433698,1838.951963,1415.330775,2343.579352,2771.582143,6727.272727,3556.770983,4191.774078,1649.780305,6121.957387,3480.961346,176.7816294,1070.487903,6503.324336,731.54,2914.973664
1996-12-19,358.3638863,1851.583975,1408.494199,2345.312083,2800.019943,6740.93178,3526.963187,4275.274177,1660.046209,6230.083392,3464.755595,171.7029303,1074.487479,6508.676187,745.76,2899.364961
1996-12-20,361.6105618,1886.51355,1422.002519,2380.900177,2854.230313,6811.894587,3598.336412,4291.314666,1697.15539,6329.154212,3482.910011,172.345733,1089.06554,6557.479213,748.87,2917.210424
1996-12-23,363.7264448,1899.688772,1411.759166,2368.478084,2856.93491,6854.267986,3580.680286,4291.078021,1722.861204,6338.932343,3495.026424,167.5559636,1092.156919,6580.491361,746.92,2899.738122
1996-12-24,363.1286516,1893.15502,1435.505144,2363.495238,2859.570353,6842.501254,3591.727129,4298.769084,1724.277816,6471.953386,3490.883019,167.5559636,1100.897166,6580.84394,751.03,2881.888591
1996-12-25,365.8842389,1903.838592,1435.505144,2382.97418,2882.244781,6925.681395,3591.727129,4316.035317,1732.35536,6471.953386,3542.814482,170.5881326,1100.897166,6580.84394,755.82,2909.643917
1996-12-26,365.8842389,1903.838592,1435.505144,2382.97418,2882.244781,6925.681395,3591.727129,4316.035317,1732.35536,6471.953386,3542.814482,167.8990426,1100.897166,6580.84394,755.82,2909.643917
1996-12-27,365.8842389,1903.838592,1435.505144,2382.97418,2886.798934,6925.681395,3591.727129,4316.035317,1732.35536,6482.58033,3542.814482,168.0607375,1100.897166,6580.84394,756.79,2909.643917
1996-12-30,370.698233,1919.72289,1431.314483,2382.794422,2901.137841,6958.073035,3634.705589,4346.802453,1742.651025,6519.784341,3542.814482,166.7927292,1102.225272,6593.988939,753.85,2926.834692
1996-12-31,366.7109827,1926.273218,1440.604397,2376.510387,2927.665614,7051.018661,3610.725053,4324.405224,1739.110761,6604.663185,3630.986705,168.0,1105.831023,6652.13766,740.74,2939.746458
1997-01-02,366.7109827,1906.538863,1440.604397,2376.510387,2845.699703,6868.79956,3610.725053,4291.858763,1707.189087,6429.137874,3594.830059,168.0,1105.831023,6657.759509,737.01,2900.971948
1997-01-03,368.4405658,1895.788892,1427.148989,2372.797061,2830.609454,6897.453196,3572.876056,4320.795766,1709.47638,6518.431279,3588.970463,168.0,1107.290402,6634.966845,748.03,2900.971948
1997-01-06,371.1637956,1900.922931,1422.879964,2372.855902,2865.132111,6953.098544,3604.331494,4340.378271,1737.566613,6530.884706,3634.687728,168.0,1111.205814,6786.509826,747.65,2899.002586
1997-01-07,369.5434076,1896.586902,1422.879964,2369.471044,2858.134599,6910.877669,3609.65561,4385.597419,1734.100039,6530.884706,3649.250023,163.9583514,1111.205814,6916.974346,753.23,2899.408647
